CMDLINE taskset -c 100-179 python MIS_different_initilizations_parallel.py
MEM 1.730469 1702485028.4435
MEM 35.855469 1702485028.5766
MEM 55.585938 1702485028.7094
MEM 74.894531 1702485028.8416
MEM 85.746094 1702485028.9726
MEM 95.953125 1702485029.1051
MEM 111.125000 1702485029.2361
MEM 131.980469 1702485029.3685
MEM 150.914062 1702485029.4999
MEM 155.898438 1702485029.6342
MEM 181.011719 1702485029.7673
MEM 268.535156 1702485029.9031
MEM 294.800781 1702485030.0370
MEM 368.382812 1702485030.1728
MEM 382.667969 1702485030.3062
MEM 395.730469 1702485030.4378
MEM 409.949219 1702485030.5694
MEM 412.394531 1702485030.7008
MEM 414.410156 1702485030.8321
MEM 428.148438 1702485030.9638
MEM 434.183594 1702485031.0953
MEM 440.628906 1702485031.2275
MEM 442.433594 1702485031.3589
MEM 459.488281 1702485031.4942
MEM 2487.132812 1702485031.6292
MEM 6913.906250 1702485031.7623
MEM 6920.750000 1702485031.8944
MEM 6933.812500 1702485032.0269
MEM 6933.812500 1702485032.1593
MEM 6961.464844 1702485032.2917
MEM 7315.937500 1702485032.4239
MEM 7456.406250 1702485032.5561
MEM 7595.023438 1702485032.6883
MEM 7727.511719 1702485032.8201
MEM 7866.847656 1702485032.9522
MEM 7995.878906 1702485033.0851
MEM 8030.093750 1702485033.2167
MEM 8083.093750 1702485033.3474
MEM 8119.937500 1702485033.4792
MEM 8138.175781 1702485033.6116
MEM 8156.472656 1702485033.7436
MEM 8171.281250 1702485033.8755
MEM 8186.355469 1702485034.0075
MEM 8201.074219 1702485034.1398
MEM 8211.371094 1702485034.2717
MEM 8220.187500 1702485034.4032
MEM 8226.667969 1702485034.5352
MEM 8234.753906 1702485034.6682
MEM 8240.417969 1702485034.8006
MEM 8245.738281 1702485034.9328
MEM 8251.476562 1702485035.0644
MEM 8256.390625 1702485035.1958
MEM 8259.746094 1702485035.3262
MEM 8260.507812 1702485035.4578
MEM 8264.832031 1702485035.5899
MEM 8269.328125 1702485035.7215
MEM 8273.324219 1702485035.8535
MEM 8278.468750 1702485035.9858
MEM 8283.257812 1702485036.1183
MEM 8289.074219 1702485036.2518
MEM 8295.300781 1702485036.3840
MEM 8301.417969 1702485036.5163
MEM 8307.070312 1702485036.6487
MEM 8313.093750 1702485036.7812
MEM 8318.875000 1702485036.9147
MEM 8324.503906 1702485037.0468
MEM 8329.652344 1702485037.1787
MEM 8333.765625 1702485037.3093
MEM 8335.367188 1702485037.4400
MEM 8338.597656 1702485037.5707
MEM 8344.812500 1702485037.7031
MEM 8350.878906 1702485037.8360
MEM 8358.031250 1702485037.9680
MEM 8363.164062 1702485038.0998
MEM 8373.808594 1702485038.2320
MEM 8421.031250 1702485038.3636
MEM 8475.617188 1702485038.4952
MEM 8575.480469 1702485038.6278
