CMDLINE /raid/home/q619238/mambaforge/envs/qiro/bin/python3.9 time_test_run.py
MEM 677.300781 1701176306.2850
MEM 677.464844 1701176306.4192
MEM 677.597656 1701176306.5532
MEM 677.703125 1701176306.6884
MEM 677.957031 1701176306.8230
MEM 678.003906 1701176306.9588
MEM 678.242188 1701176307.0954
MEM 678.265625 1701176307.2305
MEM 678.265625 1701176307.3653
MEM 678.265625 1701176307.5002
MEM 678.398438 1701176307.6355
MEM 678.527344 1701176307.7697
MEM 678.765625 1701176307.9038
MEM 678.925781 1701176308.0386
MEM 679.132812 1701176308.1727
MEM 679.285156 1701176308.3073
MEM 679.367188 1701176308.4417
MEM 679.472656 1701176308.5755
MEM 679.777344 1701176308.7087
MEM 679.855469 1701176308.8422
MEM 680.070312 1701176308.9759
MEM 680.175781 1701176309.1091
MEM 680.292969 1701176309.2461
MEM 680.542969 1701176309.3842
MEM 680.718750 1701176309.5190
MEM 680.816406 1701176309.6535
MEM 680.964844 1701176309.7884
MEM 681.050781 1701176309.9229
MEM 681.050781 1701176310.0575
MEM 681.050781 1701176310.1918
MEM 681.070312 1701176310.3254
MEM 681.320312 1701176310.4595
MEM 681.523438 1701176310.5932
MEM 681.664062 1701176310.7277
MEM 681.851562 1701176310.8620
MEM 681.992188 1701176310.9956
MEM 682.179688 1701176311.1287
MEM 682.621094 1701176311.2620
MEM 682.820312 1701176311.3960
MEM 682.933594 1701176311.5296
MEM 683.031250 1701176311.6645
MEM 683.097656 1701176311.7992
MEM 683.222656 1701176311.9345
MEM 683.488281 1701176312.0707
MEM 683.601562 1701176312.2053
MEM 683.750000 1701176312.3402
MEM 683.902344 1701176312.4745
MEM 684.058594 1701176312.6085
MEM 684.058594 1701176312.7422
MEM 684.058594 1701176312.8762
MEM 684.203125 1701176313.0107
MEM 684.406250 1701176313.1458
MEM 684.675781 1701176313.2806
MEM 684.722656 1701176313.4148
MEM 684.898438 1701176313.5484
MEM 685.035156 1701176313.6815
MEM 685.171875 1701176313.8153
MEM 685.316406 1701176313.9495
MEM 685.531250 1701176314.0841
MEM 685.640625 1701176314.2184
MEM 685.718750 1701176314.3527
MEM 685.832031 1701176314.4870
MEM 686.027344 1701176314.6215
MEM 686.238281 1701176314.7559
MEM 686.414062 1701176314.8910
MEM 686.558594 1701176315.0251
MEM 686.710938 1701176315.1586
MEM 687.015625 1701176315.2923
MEM 687.015625 1701176315.4260
MEM 687.015625 1701176315.5611
MEM 687.078125 1701176315.6952
MEM 687.292969 1701176315.8291
MEM 687.406250 1701176315.9641
MEM 687.894531 1701176316.0989
MEM 688.207031 1701176316.2331
MEM 688.386719 1701176316.3667
MEM 688.613281 1701176316.5003
MEM 688.636719 1701176316.6342
MEM 688.800781 1701176316.7685
MEM 688.984375 1701176316.9027
MEM 689.164062 1701176317.0374
MEM 689.300781 1701176317.1717
MEM 689.515625 1701176317.3059
MEM 689.679688 1701176317.4399
MEM 689.871094 1701176317.5737
MEM 690.105469 1701176317.7088
MEM 690.285156 1701176317.8428
MEM 690.429688 1701176317.9793
MEM 691.234375 1701176318.1147
MEM 691.234375 1701176318.2478
MEM 691.234375 1701176318.3813
MEM 691.312500 1701176318.5152
MEM 691.425781 1701176318.6502
MEM 691.617188 1701176318.7837
MEM 691.753906 1701176318.9173
MEM 691.753906 1701176319.0509
MEM 691.933594 1701176319.1852
MEM 692.078125 1701176319.3203
MEM 692.187500 1701176319.4542
MEM 692.335938 1701176319.5884
MEM 692.472656 1701176319.7221
MEM 692.640625 1701176319.8727
MEM 692.824219 1701176320.0077
MEM 692.894531 1701176320.1430
MEM 693.031250 1701176320.2767
MEM 693.289062 1701176320.4115
MEM 693.289062 1701176320.5454
MEM 693.546875 1701176320.6801
MEM 693.546875 1701176320.8140
MEM 693.804688 1701176320.9483
MEM 693.804688 1701176321.0819
MEM 693.804688 1701176321.2158
MEM 693.804688 1701176321.3493
MEM 694.058594 1701176321.4825
MEM 694.058594 1701176321.6174
MEM 694.316406 1701176321.7527
MEM 694.316406 1701176321.8874
MEM 694.718750 1701176322.0217
MEM 694.921875 1701176322.1551
MEM 695.054688 1701176322.2893
MEM 695.191406 1701176322.4240
MEM 695.332031 1701176322.5584
MEM 695.511719 1701176322.6920
MEM 695.667969 1701176322.8264
MEM 695.890625 1701176322.9608
MEM 696.015625 1701176323.0949
MEM 696.175781 1701176323.2291
MEM 696.269531 1701176323.3635
MEM 696.425781 1701176323.4975
MEM 696.496094 1701176323.6312
MEM 696.679688 1701176323.7646
MEM 696.773438 1701176323.8976
MEM 696.773438 1701176324.0325
MEM 696.773438 1701176324.1659
MEM 696.906250 1701176324.3012
MEM 697.078125 1701176324.4352
MEM 697.304688 1701176324.5689
MEM 697.429688 1701176324.7031
MEM 697.542969 1701176324.8372
MEM 697.804688 1701176324.9718
MEM 697.933594 1701176325.1055
MEM 698.023438 1701176325.2400
MEM 698.230469 1701176325.3746
MEM 698.253906 1701176325.5083
MEM 698.433594 1701176325.6422
MEM 698.433594 1701176325.7775
MEM 698.691406 1701176325.9120
MEM 698.949219 1701176326.0454
MEM 698.949219 1701176326.1796
MEM 699.203125 1701176326.3136
MEM 699.203125 1701176326.4480
MEM 699.460938 1701176326.5820
MEM 699.460938 1701176326.7158
MEM 699.718750 1701176326.8496
MEM 699.718750 1701176326.9832
MEM 699.718750 1701176327.1175
MEM 699.718750 1701176327.2519
MEM 700.140625 1701176327.3861
MEM 700.308594 1701176327.5201
MEM 700.437500 1701176327.6545
MEM 700.605469 1701176327.7888
MEM 700.781250 1701176327.9224
MEM 700.917969 1701176328.0557
MEM 701.050781 1701176328.1887
MEM 701.226562 1701176328.3227
MEM 701.335938 1701176328.4565
MEM 701.468750 1701176328.5907
MEM 701.621094 1701176328.7256
MEM 701.789062 1701176328.8605
MEM 701.953125 1701176328.9956
MEM 702.187500 1701176329.1301
MEM 702.382812 1701176329.2640
MEM 702.515625 1701176329.3985
MEM 702.578125 1701176329.5326
MEM 702.722656 1701176329.6671
MEM 702.847656 1701176329.8023
MEM 702.847656 1701176329.9380
MEM 702.847656 1701176330.0736
MEM 702.847656 1701176330.2082
MEM 703.132812 1701176330.3428
MEM 703.257812 1701176330.4762
MEM 703.429688 1701176330.6095
MEM 703.601562 1701176330.7428
MEM 703.601562 1701176330.8760
MEM 703.792969 1701176331.0092
MEM 703.792969 1701176331.1432
MEM 703.792969 1701176331.2778
MEM 704.050781 1701176331.4116
MEM 704.308594 1701176331.5452
MEM 704.566406 1701176331.6797
MEM 704.566406 1701176331.8137
MEM 704.824219 1701176331.9482
MEM 704.824219 1701176332.0816
MEM 705.082031 1701176332.2153
MEM 705.339844 1701176332.3493
MEM 705.339844 1701176332.4832
MEM 705.597656 1701176332.6167
MEM 705.597656 1701176332.7505
MEM 705.597656 1701176332.8837
MEM 705.855469 1701176333.0173
MEM 705.855469 1701176333.1507
MEM 705.855469 1701176333.2851
MEM 705.855469 1701176333.4190
MEM 706.113281 1701176333.5537
MEM 706.371094 1701176333.6879
MEM 706.625000 1701176333.8223
MEM 706.625000 1701176333.9567
MEM 706.882812 1701176334.0909
MEM 706.882812 1701176334.2245
MEM 707.140625 1701176334.3589
MEM 707.398438 1701176334.4927
MEM 707.398438 1701176334.6269
MEM 707.656250 1701176334.7609
MEM 707.914062 1701176334.8963
MEM 707.914062 1701176335.0317
MEM 708.171875 1701176335.1681
MEM 708.171875 1701176335.3025
MEM 708.429688 1701176335.4379
MEM 708.429688 1701176335.5723
MEM 708.687500 1701176335.7065
MEM 708.945312 1701176335.8409
MEM 708.945312 1701176335.9758
MEM 709.203125 1701176336.1105
MEM 709.203125 1701176336.2445
MEM 709.203125 1701176336.3794
MEM 709.203125 1701176336.5149
MEM 709.460938 1701176336.6505
MEM 709.460938 1701176336.7851
MEM 709.718750 1701176336.9192
MEM 709.976562 1701176337.0546
MEM 709.976562 1701176337.1897
MEM 710.234375 1701176337.3258
MEM 710.234375 1701176337.4617
MEM 710.492188 1701176337.5963
MEM 710.492188 1701176337.7314
MEM 710.750000 1701176337.8669
MEM 711.007812 1701176338.0016
MEM 711.218750 1701176338.1373
MEM 711.382812 1701176338.2726
MEM 711.554688 1701176338.4073
MEM 711.687500 1701176338.5421
MEM 711.828125 1701176338.6769
MEM 711.957031 1701176338.8113
MEM 712.109375 1701176338.9463
MEM 712.257812 1701176339.0810
MEM 712.484375 1701176339.2156
MEM 712.648438 1701176339.3500
MEM 712.648438 1701176339.4848
MEM 712.648438 1701176339.6208
MEM 712.648438 1701176339.7561
MEM 712.753906 1701176339.8918
MEM 712.937500 1701176340.0267
MEM 713.000000 1701176340.1606
MEM 713.160156 1701176340.2947
MEM 713.316406 1701176340.4291
MEM 713.484375 1701176340.5632
MEM 713.582031 1701176340.6970
MEM 713.742188 1701176340.8753
MEM 713.894531 1701176341.0122
MEM 714.042969 1701176341.1469
MEM 714.156250 1701176341.2818
MEM 714.339844 1701176341.4174
MEM 714.476562 1701176341.5832
MEM 714.578125 1701176341.7168
MEM 714.671875 1701176341.8513
MEM 714.867188 1701176341.9848
MEM 714.867188 1701176342.1789
MEM 715.125000 1701176342.3175
MEM 715.125000 1701176342.4534
MEM 715.382812 1701176342.5871
MEM 715.640625 1701176342.7208
MEM 715.640625 1701176342.8556
MEM 715.640625 1701176342.9907
MEM 715.640625 1701176343.1247
MEM 715.640625 1701176343.2589
MEM 715.894531 1701176343.3934
MEM 716.152344 1701176343.5287
MEM 716.152344 1701176343.6633
MEM 716.410156 1701176343.7978
MEM 716.667969 1701176343.9321
MEM 716.667969 1701176344.0675
MEM 716.925781 1701176344.2016
MEM 716.925781 1701176344.3361
MEM 717.183594 1701176344.4709
MEM 717.183594 1701176344.6062
MEM 717.441406 1701176344.7414
MEM 717.699219 1701176344.8765
MEM 717.699219 1701176345.0115
MEM 717.957031 1701176345.1465
MEM 717.957031 1701176345.2810
MEM 718.214844 1701176345.4151
MEM 718.472656 1701176345.5494
MEM 718.472656 1701176345.6837
MEM 718.730469 1701176345.8181
MEM 718.730469 1701176345.9528
MEM 718.988281 1701176346.0879
MEM 719.246094 1701176346.2223
MEM 719.246094 1701176346.3565
MEM 719.246094 1701176346.4905
MEM 719.246094 1701176346.6239
MEM 719.246094 1701176346.7587
MEM 719.503906 1701176346.8934
MEM 719.503906 1701176347.0291
MEM 719.761719 1701176347.1648
MEM 720.019531 1701176347.3001
MEM 720.019531 1701176347.4343
MEM 720.019531 1701176347.5686
MEM 720.250000 1701176347.7034
MEM 720.250000 1701176347.8375
MEM 720.507812 1701176347.9713
MEM 720.507812 1701176348.1052
MEM 720.765625 1701176348.2400
MEM 720.765625 1701176348.3746
MEM 721.023438 1701176348.5087
MEM 721.023438 1701176348.6432
MEM 721.316406 1701176348.7783
MEM 721.386719 1701176348.9132
MEM 721.480469 1701176349.0484
MEM 721.589844 1701176349.1843
MEM 721.828125 1701176349.3191
MEM 721.898438 1701176349.4547
MEM 721.917969 1701176349.5892
MEM 721.917969 1701176349.7236
MEM 721.917969 1701176349.8583
MEM 721.917969 1701176349.9936
MEM 722.062500 1701176350.1276
MEM 722.183594 1701176350.2620
MEM 722.347656 1701176350.3962
MEM 722.511719 1701176350.5300
MEM 722.687500 1701176350.6649
MEM 722.722656 1701176350.8005
MEM 722.882812 1701176350.9358
MEM 722.988281 1701176351.0700
MEM 723.199219 1701176351.2041
MEM 723.371094 1701176351.3394
MEM 723.484375 1701176351.4778
MEM 723.792969 1701176351.6128
MEM 723.980469 1701176351.7476
MEM 724.160156 1701176351.8827
MEM 724.160156 1701176352.0177
MEM 724.320312 1701176352.1521
MEM 724.535156 1701176352.2852
MEM 724.781250 1701176352.4203
MEM 724.781250 1701176352.5560
MEM 725.039062 1701176352.6902
MEM 725.039062 1701176352.8250
MEM 725.296875 1701176352.9609
MEM 725.296875 1701176353.0966
MEM 725.296875 1701176353.2312
MEM 725.296875 1701176353.3646
MEM 725.554688 1701176353.5006
MEM 725.812500 1701176353.6353
MEM 725.812500 1701176353.7697
MEM 726.070312 1701176353.9044
MEM 726.328125 1701176354.0395
MEM 726.328125 1701176354.1752
MEM 726.585938 1701176354.3109
MEM 726.585938 1701176354.4457
MEM 726.843750 1701176354.5790
MEM 726.843750 1701176354.7129
MEM 727.101562 1701176354.8477
MEM 727.101562 1701176354.9817
MEM 727.359375 1701176355.1155
MEM 727.617188 1701176355.2492
MEM 727.617188 1701176355.3836
MEM 727.875000 1701176355.5188
MEM 727.875000 1701176355.6535
MEM 728.132812 1701176355.7883
MEM 728.390625 1701176355.9228
MEM 728.390625 1701176356.0576
MEM 728.648438 1701176356.1922
MEM 728.648438 1701176356.3265
MEM 728.906250 1701176356.4612
MEM 728.906250 1701176356.5956
MEM 728.906250 1701176356.7310
MEM 728.906250 1701176356.8665
MEM 728.906250 1701176357.0005
MEM 729.164062 1701176357.1367
MEM 729.421875 1701176357.2744
MEM 729.679688 1701176357.4088
MEM 729.679688 1701176357.5430
MEM 729.937500 1701176357.6770
MEM 729.937500 1701176357.8120
MEM 730.195312 1701176357.9492
MEM 730.453125 1701176358.0829
MEM 730.453125 1701176358.2167
MEM 730.710938 1701176358.3503
MEM 730.964844 1701176358.4838
MEM 730.964844 1701176358.6173
MEM 731.222656 1701176358.7516
MEM 731.480469 1701176358.8851
MEM 731.480469 1701176359.0188
MEM 731.738281 1701176359.1526
MEM 731.738281 1701176359.2859
MEM 731.996094 1701176359.4207
MEM 732.281250 1701176359.5554
MEM 732.425781 1701176359.6892
MEM 732.425781 1701176359.8252
MEM 732.675781 1701176359.9588
MEM 732.808594 1701176360.0917
MEM 732.808594 1701176360.2249
MEM 732.808594 1701176360.3589
MEM 732.808594 1701176360.4926
MEM 732.843750 1701176360.6261
MEM 733.101562 1701176360.7598
MEM 733.101562 1701176360.8940
MEM 733.359375 1701176361.0275
MEM 733.359375 1701176361.1610
MEM 733.617188 1701176361.2946
MEM 733.871094 1701176361.4281
MEM 734.128906 1701176361.5623
MEM 734.128906 1701176361.6969
MEM 734.386719 1701176361.8340
MEM 734.386719 1701176361.9701
MEM 734.644531 1701176362.1062
MEM 734.644531 1701176362.2398
MEM 734.902344 1701176362.3731
MEM 735.160156 1701176362.5064
MEM 735.160156 1701176362.6408
MEM 735.417969 1701176362.7743
MEM 735.417969 1701176362.9078
MEM 735.675781 1701176363.0413
MEM 735.933594 1701176363.1747
MEM 735.933594 1701176363.3079
MEM 736.191406 1701176363.4426
MEM 736.191406 1701176363.5762
MEM 736.191406 1701176363.7097
MEM 736.191406 1701176363.8430
MEM 736.191406 1701176363.9773
MEM 736.449219 1701176364.1112
MEM 736.707031 1701176364.2489
MEM 736.960938 1701176364.3850
MEM 736.960938 1701176364.5188
MEM 737.218750 1701176364.6527
MEM 737.468750 1701176364.7871
MEM 737.468750 1701176364.9207
MEM 737.468750 1701176365.0552
MEM 737.722656 1701176365.1913
MEM 737.722656 1701176365.3255
MEM 737.980469 1701176365.4622
MEM 738.238281 1701176365.5998
MEM 738.238281 1701176365.7355
MEM 738.496094 1701176365.8705
MEM 738.496094 1701176366.0050
MEM 738.753906 1701176366.1401
MEM 739.011719 1701176366.2753
MEM 739.011719 1701176366.4116
MEM 739.269531 1701176366.5501
MEM 739.269531 1701176366.6878
MEM 739.527344 1701176366.8226
MEM 739.527344 1701176366.9573
MEM 739.785156 1701176367.0914
MEM 740.042969 1701176367.2257
MEM 740.042969 1701176367.3615
MEM 740.042969 1701176367.4960
MEM 740.042969 1701176367.6306
MEM 740.042969 1701176367.7649
MEM 740.300781 1701176367.9034
MEM 740.300781 1701176368.0374
MEM 740.558594 1701176368.1726
MEM 740.816406 1701176368.3069
MEM 740.816406 1701176368.4413
MEM 741.074219 1701176368.5768
MEM 741.324219 1701176368.7125
MEM 741.324219 1701176368.8497
MEM 741.582031 1701176368.9849
MEM 741.582031 1701176369.1176
MEM 741.839844 1701176369.2520
MEM 742.097656 1701176369.3857
MEM 742.097656 1701176369.5194
MEM 742.355469 1701176369.6538
MEM 742.355469 1701176369.7886
MEM 742.609375 1701176369.9227
MEM 742.609375 1701176370.0563
MEM 742.867188 1701176370.1901
MEM 743.125000 1701176370.3237
MEM 743.125000 1701176370.4568
MEM 743.382812 1701176370.5908
MEM 743.640625 1701176370.7242
MEM 743.640625 1701176370.8586
MEM 743.898438 1701176370.9924
MEM 743.898438 1701176371.1259
MEM 743.898438 1701176371.2587
MEM 743.898438 1701176371.3928
MEM 743.898438 1701176371.5254
MEM 744.296875 1701176371.6586
MEM 744.808594 1701176371.7916
MEM 745.066406 1701176371.9247
MEM 745.066406 1701176372.0578
MEM 745.324219 1701176372.1920
MEM 745.324219 1701176372.3255
MEM 745.324219 1701176372.4594
MEM 745.582031 1701176372.5929
MEM 745.839844 1701176372.7274
MEM 745.839844 1701176372.8611
MEM 746.097656 1701176372.9956
MEM 746.097656 1701176373.1296
MEM 746.355469 1701176373.2637
MEM 746.355469 1701176373.3975
MEM 746.613281 1701176373.5312
MEM 746.613281 1701176373.6649
MEM 746.871094 1701176373.7982
MEM 747.128906 1701176373.9315
MEM 747.128906 1701176374.0647
MEM 747.386719 1701176374.1977
MEM 747.386719 1701176374.3307
MEM 747.644531 1701176374.4649
MEM 747.644531 1701176374.5985
MEM 747.902344 1701176374.7323
MEM 747.902344 1701176374.8666
MEM 747.902344 1701176375.0005
MEM 747.902344 1701176375.1343
MEM 748.160156 1701176375.2690
MEM 748.160156 1701176375.4023
MEM 748.417969 1701176375.5360
MEM 748.417969 1701176375.6702
MEM 748.675781 1701176375.8038
MEM 748.675781 1701176375.9374
MEM 748.933594 1701176376.0736
MEM 749.191406 1701176376.2083
MEM 749.191406 1701176376.3425
MEM 749.449219 1701176376.4757
MEM 749.707031 1701176376.6090
MEM 749.707031 1701176376.7439
MEM 749.964844 1701176376.8784
MEM 749.964844 1701176377.0150
MEM 750.222656 1701176377.1488
MEM 750.222656 1701176377.2826
MEM 750.480469 1701176377.4163
MEM 750.480469 1701176377.5499
MEM 750.738281 1701176377.6834
MEM 750.996094 1701176377.8169
MEM 750.996094 1701176377.9505
MEM 751.253906 1701176378.0843
MEM 751.253906 1701176378.2185
MEM 751.511719 1701176378.3541
MEM 751.769531 1701176378.4907
MEM 751.769531 1701176378.6250
MEM 751.769531 1701176378.7618
MEM 751.769531 1701176378.8958
MEM 751.769531 1701176379.0292
MEM 751.769531 1701176379.1628
MEM 752.027344 1701176379.2960
MEM 752.285156 1701176379.4301
MEM 752.472656 1701176379.5646
MEM 752.667969 1701176379.6983
MEM 752.824219 1701176379.8319
MEM 752.984375 1701176379.9662
MEM 753.125000 1701176380.1000
MEM 753.296875 1701176380.2333
MEM 753.363281 1701176380.3670
MEM 753.531250 1701176380.5001
MEM 753.722656 1701176380.6350
MEM 753.929688 1701176380.7734
MEM 754.105469 1701176380.9097
MEM 754.257812 1701176381.0443
MEM 754.343750 1701176381.1807
MEM 754.554688 1701176381.3144
MEM 754.707031 1701176381.4484
MEM 754.851562 1701176381.5826
MEM 754.960938 1701176381.7161
MEM 755.121094 1701176381.8503
MEM 755.273438 1701176381.9842
MEM 755.414062 1701176382.1180
MEM 755.566406 1701176382.2518
MEM 755.734375 1701176382.3861
MEM 755.972656 1701176382.5199
MEM 756.031250 1701176382.6543
MEM 756.031250 1701176382.7881
MEM 756.031250 1701176382.9222
MEM 756.031250 1701176383.0569
MEM 756.031250 1701176383.1924
MEM 756.144531 1701176383.3290
MEM 756.144531 1701176383.4631
MEM 756.398438 1701176383.5967
MEM 756.398438 1701176383.7300
MEM 756.656250 1701176383.8632
MEM 756.914062 1701176383.9967
MEM 757.171875 1701176384.1303
MEM 757.171875 1701176384.2637
MEM 757.429688 1701176384.3971
MEM 757.429688 1701176384.5307
MEM 757.429688 1701176384.6652
MEM 757.687500 1701176384.7987
MEM 757.945312 1701176384.9326
MEM 757.945312 1701176385.0665
MEM 758.203125 1701176385.2000
MEM 758.203125 1701176385.3335
MEM 758.460938 1701176385.4709
MEM 758.460938 1701176385.6056
MEM 758.718750 1701176385.7414
MEM 758.976562 1701176385.8755
MEM 758.976562 1701176386.0091
MEM 759.234375 1701176386.1425
MEM 759.234375 1701176386.2765
MEM 759.492188 1701176386.4094
MEM 759.492188 1701176386.5430
MEM 759.492188 1701176386.6765
MEM 759.492188 1701176386.8103
MEM 759.492188 1701176386.9440
MEM 759.750000 1701176387.0786
MEM 759.750000 1701176387.2122
MEM 760.007812 1701176387.3456
MEM 760.265625 1701176387.4793
MEM 760.265625 1701176387.6127
MEM 760.523438 1701176387.7459
MEM 760.523438 1701176387.8810
MEM 760.781250 1701176388.0148
MEM 761.039062 1701176388.1482
MEM 761.039062 1701176388.2809
MEM 761.296875 1701176388.4140
MEM 761.554688 1701176388.5478
MEM 761.554688 1701176388.6817
MEM 761.812500 1701176388.8153
MEM 761.812500 1701176388.9490
MEM 762.070312 1701176389.0841
MEM 762.070312 1701176389.2178
MEM 762.328125 1701176389.3512
MEM 762.585938 1701176389.4845
MEM 762.585938 1701176389.6183
MEM 762.843750 1701176389.7521
MEM 763.101562 1701176389.8856
MEM 763.101562 1701176390.0192
MEM 763.101562 1701176390.1527
MEM 763.617188 1701176390.2861
MEM 763.617188 1701176390.4196
MEM 763.875000 1701176390.5532
MEM 763.875000 1701176390.6866
MEM 763.875000 1701176390.8192
MEM 763.875000 1701176390.9523
MEM 763.875000 1701176391.0852
MEM 763.875000 1701176391.2185
MEM 764.132812 1701176391.3515
MEM 764.390625 1701176391.4849
MEM 764.390625 1701176391.6182
MEM 764.648438 1701176391.7515
MEM 764.906250 1701176391.8843
MEM 764.906250 1701176392.0177
MEM 764.906250 1701176392.1513
MEM 765.164062 1701176392.2849
MEM 765.421875 1701176392.4181
MEM 765.421875 1701176392.5515
MEM 765.679688 1701176392.6863
MEM 765.679688 1701176392.8578
MEM 765.937500 1701176392.9937
MEM 765.937500 1701176393.1804
MEM 766.195312 1701176393.3152
MEM 766.195312 1701176393.4488
MEM 766.453125 1701176393.5822
MEM 766.453125 1701176393.7151
MEM 766.710938 1701176393.8486
MEM 766.968750 1701176393.9819
MEM 766.968750 1701176394.1152
MEM 767.226562 1701176394.2485
MEM 767.226562 1701176394.3820
MEM 767.484375 1701176394.5153
MEM 767.484375 1701176394.6484
MEM 767.742188 1701176394.7819
MEM 768.000000 1701176394.9160
MEM 768.000000 1701176395.0494
MEM 768.000000 1701176395.1831
MEM 768.000000 1701176395.3171
MEM 768.000000 1701176395.4512
MEM 768.000000 1701176395.5845
MEM 768.257812 1701176395.7212
MEM 768.515625 1701176395.8579
MEM 768.773438 1701176395.9929
MEM 768.773438 1701176396.1262
MEM 768.773438 1701176396.2606
MEM 769.031250 1701176396.3954
MEM 769.289062 1701176396.5319
MEM 769.289062 1701176396.6668
MEM 769.546875 1701176396.8011
MEM 769.546875 1701176396.9365
MEM 769.804688 1701176397.0718
MEM 769.804688 1701176397.2073
MEM 770.062500 1701176397.3417
MEM 770.320312 1701176397.4767
MEM 770.320312 1701176397.6109
MEM 770.578125 1701176397.7456
MEM 770.578125 1701176397.8805
MEM 770.835938 1701176398.0136
MEM 770.835938 1701176398.1473
MEM 771.093750 1701176398.2814
MEM 771.351562 1701176398.4154
MEM 771.351562 1701176398.5499
MEM 771.609375 1701176398.6839
MEM 771.867188 1701176398.8182
MEM 771.867188 1701176398.9522
MEM 772.125000 1701176399.0864
MEM 772.125000 1701176399.2201
MEM 772.382812 1701176399.3543
MEM 772.382812 1701176399.4882
MEM 772.406250 1701176399.6223
MEM 772.406250 1701176399.7564
MEM 772.406250 1701176399.8911
MEM 772.679688 1701176400.0259
MEM 772.906250 1701176400.1603
MEM 773.023438 1701176400.2950
MEM 773.128906 1701176400.4293
MEM 773.273438 1701176400.5633
MEM 773.363281 1701176400.6968
