CMDLINE /Users/Q642074/miniconda3/envs/qiro/bin/python time_test_run.py
MEM 425.921875 1701179128.8024
MEM 428.062500 1701179128.9104
MEM 425.796875 1701179129.0184
MEM 425.796875 1701179129.1263
MEM 425.796875 1701179129.2343
MEM 425.796875 1701179129.3386
MEM 425.796875 1701179129.4465
MEM 424.796875 1701179129.5545
MEM 424.796875 1701179129.6624
MEM 424.796875 1701179129.7703
MEM 424.796875 1701179129.8783
MEM 424.796875 1701179129.9863
MEM 427.625000 1701179130.0941
MEM 436.640625 1701179130.2020
MEM 436.234375 1701179130.3099
MEM 430.234375 1701179130.4180
MEM 430.234375 1701179130.5260
MEM 429.234375 1701179130.6297
MEM 428.234375 1701179130.7376
MEM 426.234375 1701179130.8455
MEM 426.234375 1701179130.9535
MEM 426.234375 1701179131.0615
MEM 426.234375 1701179131.1695
MEM 426.234375 1701179131.2774
MEM 427.765625 1701179131.3854
MEM 435.515625 1701179131.4933
MEM 430.234375 1701179131.6014
MEM 430.234375 1701179131.7106
MEM 430.234375 1701179131.8185
MEM 430.234375 1701179131.9266
MEM 428.234375 1701179132.0346
MEM 428.234375 1701179132.1427
MEM 428.234375 1701179132.2506
MEM 428.234375 1701179132.3586
MEM 428.234375 1701179132.4672
MEM 428.250000 1701179132.5743
MEM 428.250000 1701179132.6822
MEM 428.250000 1701179132.7903
MEM 428.250000 1701179132.8984
MEM 428.250000 1701179133.0065
MEM 428.250000 1701179133.1144
MEM 428.250000 1701179133.2224
MEM 428.250000 1701179133.3304
MEM 428.250000 1701179133.4384
MEM 428.250000 1701179133.5462
MEM 428.250000 1701179133.6542
MEM 428.250000 1701179133.7624
MEM 428.250000 1701179133.8703
MEM 428.250000 1701179133.9735
MEM 428.250000 1701179134.0814
MEM 428.250000 1701179134.1894
MEM 428.250000 1701179134.2974
MEM 428.250000 1701179134.4053
MEM 428.250000 1701179134.5133
MEM 428.250000 1701179134.6212
MEM 428.250000 1701179134.7291
MEM 428.250000 1701179134.8370
MEM 436.656250 1701179134.9448
MEM 436.656250 1701179135.0528
MEM 432.250000 1701179135.1607
MEM 432.250000 1701179135.2686
MEM 431.250000 1701179135.3765
MEM 430.250000 1701179135.4846
MEM 429.250000 1701179135.5895
MEM 429.250000 1701179135.6975
MEM 429.250000 1701179135.8057
MEM 429.250000 1701179135.9136
MEM 429.250000 1701179136.0214
MEM 429.250000 1701179136.1294
MEM 429.250000 1701179136.2374
MEM 429.250000 1701179136.3454
MEM 429.250000 1701179136.4534
MEM 429.250000 1701179136.5598
MEM 429.250000 1701179136.6678
MEM 429.250000 1701179136.7761
MEM 429.250000 1701179136.8833
MEM 429.250000 1701179136.9914
MEM 429.250000 1701179137.0994
MEM 429.265625 1701179137.2075
MEM 429.265625 1701179137.3155
MEM 429.265625 1701179137.4235
MEM 429.265625 1701179137.5315
MEM 429.265625 1701179137.6394
MEM 429.265625 1701179137.7474
MEM 429.265625 1701179137.8554
MEM 429.265625 1701179137.9633
MEM 429.265625 1701179138.0712
MEM 429.265625 1701179138.1792
MEM 429.265625 1701179138.2871
MEM 429.265625 1701179138.3950
MEM 429.265625 1701179138.5031
MEM 429.265625 1701179138.6110
MEM 429.265625 1701179138.7190
MEM 429.265625 1701179138.8270
MEM 429.265625 1701179138.9349
MEM 429.265625 1701179139.0430
MEM 429.265625 1701179139.1508
MEM 429.265625 1701179139.2588
MEM 429.265625 1701179139.3670
MEM 429.265625 1701179139.4750
MEM 429.265625 1701179139.5829
MEM 429.265625 1701179139.6909
MEM 429.265625 1701179139.7989
MEM 429.265625 1701179139.9069
MEM 429.265625 1701179140.0149
MEM 429.265625 1701179140.1232
MEM 429.265625 1701179140.2268
MEM 429.265625 1701179140.3348
MEM 429.265625 1701179140.4428
MEM 429.265625 1701179140.5507
MEM 429.265625 1701179140.6587
MEM 429.265625 1701179140.7666
MEM 429.265625 1701179140.8746
MEM 429.265625 1701179140.9780
MEM 429.265625 1701179141.0859
MEM 429.265625 1701179141.1941
MEM 429.265625 1701179141.2988
MEM 420.781250 1701179141.4069
MEM 420.781250 1701179141.5150
MEM 420.781250 1701179141.6221
MEM 420.781250 1701179141.7255
MEM 417.203125 1701179141.8326
MEM 417.234375 1701179141.9409
MEM 417.765625 1701179142.0481
MEM 417.843750 1701179142.1566
MEM 417.843750 1701179142.2650
MEM 417.796875 1701179142.3731
MEM 417.796875 1701179142.4762
MEM 417.796875 1701179142.5842
MEM 417.796875 1701179142.6934
MEM 417.796875 1701179142.8019
MEM 417.796875 1701179142.9105
MEM 417.796875 1701179143.0192
MEM 417.796875 1701179143.1278
MEM 417.796875 1701179143.2353
MEM 417.796875 1701179143.3435
MEM 414.921875 1701179143.4513
MEM 414.921875 1701179143.5593
MEM 414.921875 1701179143.6675
MEM 414.921875 1701179143.7708
MEM 414.921875 1701179143.8787
MEM 414.921875 1701179143.9835
MEM 414.921875 1701179144.0915
MEM 414.921875 1701179144.1994
MEM 414.921875 1701179144.3075
MEM 414.921875 1701179144.4121
MEM 414.921875 1701179144.5177
MEM 414.921875 1701179144.6246
MEM 414.921875 1701179144.7329
MEM 414.968750 1701179144.8410
MEM 413.218750 1701179144.9471
MEM 413.765625 1701179145.0537
MEM 415.781250 1701179145.1618
MEM 416.734375 1701179145.2673
MEM 416.734375 1701179145.3754
MEM 416.765625 1701179145.4839
MEM 417.453125 1701179145.5924
MEM 417.703125 1701179145.6990
MEM 417.593750 1701179145.8054
MEM 417.593750 1701179145.9134
MEM 417.593750 1701179146.0214
MEM 417.593750 1701179146.1293
MEM 417.593750 1701179146.2373
MEM 416.078125 1701179146.3454
MEM 416.984375 1701179146.4536
MEM 417.156250 1701179146.5581
MEM 417.156250 1701179146.6663
MEM 417.156250 1701179146.7709
MEM 417.156250 1701179146.8789
MEM 419.031250 1701179146.9869
MEM 419.031250 1701179147.0949
MEM 417.156250 1701179147.2030
MEM 417.156250 1701179147.3109
MEM 417.156250 1701179147.4189
MEM 417.156250 1701179147.5270
MEM 417.156250 1701179147.6349
MEM 419.937500 1701179147.7389
MEM 422.703125 1701179147.8469
MEM 420.343750 1701179147.9549
MEM 420.343750 1701179148.0628
MEM 420.343750 1701179148.1708
MEM 418.343750 1701179148.2788
MEM 418.343750 1701179148.3868
MEM 418.343750 1701179148.4912
MEM 418.343750 1701179148.5994
MEM 418.343750 1701179148.7036
MEM 418.359375 1701179148.8116
MEM 418.359375 1701179148.9194
MEM 418.359375 1701179149.0274
MEM 418.359375 1701179149.1312
MEM 421.562500 1701179149.2393
MEM 421.546875 1701179149.3468
MEM 420.703125 1701179149.4512
MEM 420.703125 1701179149.5599
MEM 420.703125 1701179149.6679
MEM 421.156250 1701179149.7752
MEM 417.703125 1701179149.8832
MEM 417.703125 1701179149.9902
MEM 417.703125 1701179150.0961
MEM 417.703125 1701179150.2038
MEM 417.703125 1701179150.3118
MEM 417.703125 1701179150.4199
MEM 417.703125 1701179150.5279
MEM 417.812500 1701179150.6362
MEM 417.812500 1701179150.7441
MEM 417.812500 1701179150.8518
MEM 419.968750 1701179150.9598
MEM 421.984375 1701179151.0679
MEM 421.000000 1701179151.1759
MEM 421.000000 1701179151.2840
MEM 421.000000 1701179151.3925
MEM 420.000000 1701179151.5005
MEM 418.000000 1701179151.6086
MEM 418.000000 1701179151.7166
MEM 418.000000 1701179151.8247
MEM 418.000000 1701179151.9290
MEM 418.000000 1701179152.0373
MEM 418.000000 1701179152.1455
MEM 418.000000 1701179152.2536
MEM 418.000000 1701179152.3619
MEM 418.000000 1701179152.4702
MEM 418.000000 1701179152.5784
MEM 418.000000 1701179152.6859
MEM 418.625000 1701179152.7921
MEM 418.625000 1701179152.9002
MEM 418.625000 1701179153.0084
MEM 418.625000 1701179153.1164
MEM 418.625000 1701179153.2215
MEM 418.625000 1701179153.3295
MEM 418.625000 1701179153.4374
MEM 418.625000 1701179153.5455
MEM 418.625000 1701179153.6524
MEM 418.625000 1701179153.7578
MEM 418.625000 1701179153.8663
MEM 418.625000 1701179153.9751
MEM 421.656250 1701179154.0832
MEM 421.656250 1701179154.1913
MEM 420.671875 1701179154.2993
MEM 420.671875 1701179154.4057
MEM 420.671875 1701179154.5120
MEM 420.671875 1701179154.6189
MEM 419.671875 1701179154.7262
MEM 419.671875 1701179154.8344
MEM 419.671875 1701179154.9423
MEM 419.671875 1701179155.0504
MEM 419.671875 1701179155.1584
MEM 419.671875 1701179155.2642
MEM 419.671875 1701179155.3722
MEM 419.671875 1701179155.4801
MEM 418.843750 1701179155.5883
MEM 418.843750 1701179155.6941
MEM 418.843750 1701179155.8021
MEM 418.843750 1701179155.9101
MEM 418.843750 1701179156.0180
MEM 420.437500 1701179156.1259
MEM 421.046875 1701179156.2339
MEM 423.046875 1701179156.3428
MEM 421.062500 1701179156.4510
MEM 421.062500 1701179156.5548
MEM 421.062500 1701179156.6628
MEM 421.062500 1701179156.7696
MEM 421.062500 1701179156.8775
MEM 419.062500 1701179156.9855
MEM 419.062500 1701179157.0935
MEM 419.062500 1701179157.2014
MEM 419.062500 1701179157.3095
MEM 419.062500 1701179157.4175
MEM 419.062500 1701179157.5255
MEM 428.265625 1701179157.6335
MEM 428.265625 1701179157.7414
MEM 422.843750 1701179157.8496
MEM 422.843750 1701179157.9551
MEM 422.843750 1701179158.0590
MEM 422.843750 1701179158.1670
MEM 420.843750 1701179158.2749
MEM 420.843750 1701179158.3829
MEM 420.843750 1701179158.4910
MEM 420.843750 1701179158.5970
MEM 420.843750 1701179158.7050
MEM 420.843750 1701179158.8093
MEM 424.031250 1701179158.9172
MEM 423.046875 1701179159.0254
MEM 423.046875 1701179159.1334
MEM 423.046875 1701179159.2413
MEM 423.046875 1701179159.3494
MEM 422.046875 1701179159.4574
MEM 422.046875 1701179159.5621
MEM 422.046875 1701179159.6700
MEM 423.265625 1701179159.7779
MEM 422.281250 1701179159.8860
MEM 422.281250 1701179159.9941
MEM 422.281250 1701179160.1021
MEM 422.281250 1701179160.2100
MEM 422.281250 1701179160.3180
MEM 422.281250 1701179160.4259
MEM 422.281250 1701179160.5338
MEM 422.281250 1701179160.6419
MEM 422.281250 1701179160.7452
MEM 422.281250 1701179160.8537
MEM 422.281250 1701179160.9619
MEM 422.281250 1701179161.0699
MEM 422.281250 1701179161.1780
MEM 422.281250 1701179161.2860
MEM 423.203125 1701179161.3939
MEM 427.109375 1701179161.5020
MEM 423.125000 1701179161.6100
MEM 423.125000 1701179161.7179
MEM 423.125000 1701179161.8258
MEM 423.125000 1701179161.9344
MEM 422.125000 1701179162.0425
MEM 422.125000 1701179162.1505
MEM 422.125000 1701179162.2586
MEM 422.125000 1701179162.3665
MEM 422.125000 1701179162.4722
MEM 422.125000 1701179162.5802
MEM 422.125000 1701179162.6881
MEM 422.125000 1701179162.7961
MEM 422.125000 1701179162.9041
MEM 422.125000 1701179163.0120
MEM 422.125000 1701179163.1200
MEM 422.125000 1701179163.2279
MEM 422.125000 1701179163.3359
MEM 422.125000 1701179163.4438
MEM 422.125000 1701179163.5518
MEM 422.125000 1701179163.6598
MEM 422.125000 1701179163.7676
MEM 422.125000 1701179163.8756
MEM 424.703125 1701179163.9835
MEM 424.703125 1701179164.0915
MEM 422.843750 1701179164.1995
MEM 422.843750 1701179164.3075
MEM 422.843750 1701179164.4154
MEM 422.843750 1701179164.5234
MEM 422.843750 1701179164.6314
MEM 422.843750 1701179164.7392
MEM 422.843750 1701179164.8472
MEM 422.843750 1701179164.9552
MEM 422.843750 1701179165.0631
MEM 422.843750 1701179165.1711
MEM 423.000000 1701179165.2790
MEM 422.843750 1701179165.3841
MEM 422.843750 1701179165.4920
MEM 422.843750 1701179165.5999
MEM 422.843750 1701179165.7079
MEM 422.843750 1701179165.8159
MEM 422.843750 1701179165.9237
MEM 422.843750 1701179166.0316
MEM 422.843750 1701179166.1396
MEM 422.843750 1701179166.2475
MEM 422.843750 1701179166.3554
MEM 422.843750 1701179166.4633
MEM 422.843750 1701179166.5713
MEM 421.843750 1701179166.6794
MEM 421.843750 1701179166.7876
MEM 421.843750 1701179166.8956
MEM 421.843750 1701179167.0040
MEM 421.843750 1701179167.1121
MEM 420.843750 1701179167.2200
MEM 420.843750 1701179167.3282
MEM 420.843750 1701179167.4363
MEM 420.843750 1701179167.5444
MEM 420.843750 1701179167.6529
MEM 420.843750 1701179167.7611
MEM 420.843750 1701179167.8692
MEM 420.843750 1701179167.9772
MEM 420.843750 1701179168.0852
MEM 420.843750 1701179168.1933
MEM 420.843750 1701179168.3013
MEM 420.843750 1701179168.4092
MEM 420.843750 1701179168.5173
MEM 420.843750 1701179168.6252
MEM 420.843750 1701179168.7333
MEM 420.843750 1701179168.8413
MEM 420.843750 1701179168.9498
MEM 420.843750 1701179169.0580
MEM 420.843750 1701179169.1660
MEM 420.843750 1701179169.2739
MEM 420.843750 1701179169.3818
MEM 420.843750 1701179169.4898
MEM 420.843750 1701179169.5978
MEM 420.843750 1701179169.7057
MEM 420.843750 1701179169.8119
MEM 420.843750 1701179169.9198
MEM 420.843750 1701179170.0277
MEM 420.843750 1701179170.1314
MEM 420.843750 1701179170.2347
MEM 420.843750 1701179170.3382
MEM 420.843750 1701179170.4461
MEM 420.843750 1701179170.5540
MEM 420.843750 1701179170.6620
MEM 420.843750 1701179170.7700
MEM 420.843750 1701179170.8782
MEM 420.843750 1701179170.9864
MEM 415.843750 1701179171.0944
MEM 415.843750 1701179171.2030
MEM 415.843750 1701179171.3112
MEM 415.843750 1701179171.4186
MEM 415.843750 1701179171.5266
MEM 415.843750 1701179171.6327
MEM 415.843750 1701179171.7375
MEM 416.156250 1701179171.8455
MEM 417.953125 1701179171.9535
MEM 416.843750 1701179172.0615
MEM 416.843750 1701179172.1665
MEM 416.843750 1701179172.2728
MEM 416.843750 1701179172.3808
MEM 415.843750 1701179172.4888
MEM 415.843750 1701179172.5968
MEM 415.843750 1701179172.7047
MEM 415.843750 1701179172.8128
MEM 415.843750 1701179172.9174
MEM 415.843750 1701179173.0256
MEM 417.578125 1701179173.1337
MEM 417.593750 1701179173.2417
MEM 417.593750 1701179173.3467
MEM 419.671875 1701179173.4546
MEM 421.312500 1701179173.5601
MEM 417.328125 1701179173.6684
MEM 417.328125 1701179173.7734
MEM 417.765625 1701179173.8813
MEM 417.843750 1701179173.9892
MEM 417.843750 1701179174.0972
MEM 417.843750 1701179174.2053
MEM 417.843750 1701179174.3133
MEM 417.843750 1701179174.4214
MEM 417.843750 1701179174.5266
MEM 421.000000 1701179174.6325
MEM 421.000000 1701179174.7405
MEM 418.843750 1701179174.8480
MEM 418.843750 1701179174.9560
MEM 418.843750 1701179175.0639
MEM 418.843750 1701179175.1719
MEM 418.843750 1701179175.2799
MEM 417.843750 1701179175.3880
MEM 417.843750 1701179175.4959
MEM 421.578125 1701179175.6044
MEM 421.578125 1701179175.7094
MEM 419.984375 1701179175.8173
MEM 421.468750 1701179175.9251
MEM 429.890625 1701179176.0334
MEM 421.906250 1701179176.1414
MEM 421.906250 1701179176.2493
MEM 421.906250 1701179176.3576
MEM 421.906250 1701179176.4656
MEM 421.906250 1701179176.5741
MEM 421.906250 1701179176.6822
MEM 421.906250 1701179176.7909
MEM 421.906250 1701179176.8991
MEM 415.437500 1701179177.0073
MEM 415.812500 1701179177.1155
MEM 420.375000 1701179177.2237
MEM 420.375000 1701179177.3316
MEM 420.375000 1701179177.4397
MEM 420.375000 1701179177.5477
MEM 420.375000 1701179177.6555
MEM 420.375000 1701179177.7635
MEM 420.375000 1701179177.8715
MEM 420.375000 1701179177.9794
MEM 420.375000 1701179178.0878
MEM 420.375000 1701179178.1961
MEM 418.046875 1701179178.3043
MEM 418.265625 1701179178.4122
MEM 418.359375 1701179178.5200
MEM 418.359375 1701179178.6282
MEM 418.359375 1701179178.7362
MEM 418.359375 1701179178.8443
MEM 418.687500 1701179178.9526
MEM 418.687500 1701179179.0607
MEM 418.687500 1701179179.1688
MEM 418.812500 1701179179.2769
MEM 419.125000 1701179179.3843
MEM 419.125000 1701179179.4881
MEM 419.125000 1701179179.5961
MEM 419.125000 1701179179.7041
MEM 419.125000 1701179179.8121
MEM 419.125000 1701179179.9201
MEM 419.125000 1701179180.0282
MEM 419.125000 1701179180.1363
MEM 419.125000 1701179180.2443
MEM 419.125000 1701179180.3525
MEM 419.125000 1701179180.4605
MEM 419.125000 1701179180.5685
MEM 419.125000 1701179180.6764
MEM 419.125000 1701179180.7845
MEM 415.125000 1701179180.8925
MEM 415.125000 1701179181.0005
MEM 415.125000 1701179181.1095
MEM 415.343750 1701179181.2176
MEM 415.343750 1701179181.3257
MEM 415.343750 1701179181.4336
MEM 417.078125 1701179181.5416
MEM 417.078125 1701179181.6496
MEM 417.078125 1701179181.7577
MEM 417.078125 1701179181.8655
MEM 417.078125 1701179181.9736
MEM 417.078125 1701179182.0815
MEM 417.078125 1701179182.1895
MEM 416.734375 1701179182.2976
MEM 416.734375 1701179182.4056
MEM 416.734375 1701179182.5137
MEM 416.734375 1701179182.6217
MEM 416.750000 1701179182.7299
MEM 416.734375 1701179182.8379
MEM 416.734375 1701179182.9459
MEM 416.734375 1701179183.0538
MEM 416.765625 1701179183.1619
MEM 416.765625 1701179183.2699
MEM 416.765625 1701179183.3780
MEM 416.765625 1701179183.4859
MEM 416.765625 1701179183.5938
MEM 418.906250 1701179183.7020
MEM 417.921875 1701179183.8101
MEM 417.921875 1701179183.9209
MEM 418.000000 1701179184.0291
MEM 418.328125 1701179184.1372
MEM 417.328125 1701179184.2453
MEM 417.328125 1701179184.3534
MEM 422.000000 1701179184.4615
MEM 422.015625 1701179184.5698
MEM 421.015625 1701179184.6779
MEM 421.015625 1701179184.7860
MEM 421.015625 1701179184.8940
MEM 419.015625 1701179185.0021
MEM 419.015625 1701179185.1100
MEM 419.015625 1701179185.2181
MEM 419.015625 1701179185.3261
MEM 419.015625 1701179185.4341
MEM 419.015625 1701179185.5422
MEM 419.015625 1701179185.6502
MEM 419.015625 1701179185.7584
MEM 419.015625 1701179185.8614
MEM 419.015625 1701179185.9700
MEM 419.015625 1701179186.0748
MEM 419.015625 1701179186.1828
MEM 419.015625 1701179186.2911
MEM 419.015625 1701179186.3993
MEM 419.015625 1701179186.5073
MEM 419.015625 1701179186.6154
MEM 419.015625 1701179186.7235
MEM 419.015625 1701179186.8315
MEM 425.546875 1701179186.9361
MEM 425.531250 1701179187.0443
MEM 421.546875 1701179187.1523
MEM 421.546875 1701179187.2603
MEM 421.546875 1701179187.3683
MEM 419.546875 1701179187.4763
MEM 419.546875 1701179187.5844
MEM 419.546875 1701179187.6923
MEM 419.546875 1701179187.8007
MEM 419.546875 1701179187.9088
MEM 419.546875 1701179188.0169
MEM 419.968750 1701179188.1249
MEM 419.968750 1701179188.2330
MEM 419.968750 1701179188.3410
MEM 419.968750 1701179188.4491
MEM 419.093750 1701179188.5572
MEM 419.093750 1701179188.6652
MEM 419.093750 1701179188.7732
MEM 419.093750 1701179188.8811
MEM 419.093750 1701179188.9893
MEM 419.093750 1701179189.0947
MEM 419.093750 1701179189.2028
MEM 419.093750 1701179189.3108
MEM 419.093750 1701179189.4146
MEM 419.093750 1701179189.5226
MEM 419.093750 1701179189.6308
MEM 419.093750 1701179189.7361
MEM 419.093750 1701179189.8443
MEM 419.093750 1701179189.9524
MEM 419.093750 1701179190.0605
MEM 419.093750 1701179190.1685
MEM 420.796875 1701179190.2765
MEM 420.812500 1701179190.3815
MEM 420.812500 1701179190.4896
MEM 420.812500 1701179190.5968
MEM 420.203125 1701179190.7048
MEM 419.203125 1701179190.8129
MEM 419.203125 1701179190.9209
MEM 419.359375 1701179191.0290
MEM 419.359375 1701179191.1370
MEM 418.640625 1701179191.2451
MEM 418.640625 1701179191.3531
MEM 418.640625 1701179191.4611
MEM 418.640625 1701179191.5675
MEM 418.640625 1701179191.6756
MEM 418.640625 1701179191.7836
MEM 418.656250 1701179191.8916
MEM 418.656250 1701179191.9996
MEM 418.656250 1701179192.1077
MEM 418.656250 1701179192.2157
MEM 418.656250 1701179192.3240
MEM 418.656250 1701179192.4320
MEM 418.656250 1701179192.5402
MEM 418.453125 1701179192.6440
MEM 418.453125 1701179192.7521
MEM 418.453125 1701179192.8583
MEM 418.453125 1701179192.9660
MEM 418.453125 1701179193.0741
MEM 418.453125 1701179193.1824
MEM 418.453125 1701179193.2907
MEM 418.453125 1701179193.3989
MEM 418.453125 1701179193.5070
MEM 418.453125 1701179193.6151
MEM 418.453125 1701179193.7232
MEM 418.453125 1701179193.8311
MEM 418.453125 1701179193.9393
MEM 418.453125 1701179194.0475
MEM 418.453125 1701179194.1556
MEM 418.453125 1701179194.2637
MEM 418.640625 1701179194.3719
MEM 418.640625 1701179194.4799
MEM 418.656250 1701179194.5880
MEM 418.656250 1701179194.6960
MEM 423.343750 1701179194.8042
MEM 421.500000 1701179194.9123
MEM 421.500000 1701179195.0161
MEM 421.500000 1701179195.1236
MEM 421.500000 1701179195.2268
MEM 420.500000 1701179195.3349
MEM 420.500000 1701179195.4429
MEM 420.500000 1701179195.5510
MEM 420.500000 1701179195.6591
MEM 420.500000 1701179195.7673
MEM 420.500000 1701179195.8753
MEM 420.500000 1701179195.9834
MEM 420.500000 1701179196.0916
MEM 420.500000 1701179196.1998
MEM 420.671875 1701179196.3078
MEM 426.843750 1701179196.4158
MEM 422.859375 1701179196.5238
MEM 422.859375 1701179196.6319
MEM 422.859375 1701179196.7400
MEM 422.859375 1701179196.8481
MEM 420.859375 1701179196.9562
MEM 420.859375 1701179197.0642
MEM 420.859375 1701179197.1723
MEM 420.859375 1701179197.2804
MEM 420.859375 1701179197.3884
MEM 420.859375 1701179197.4965
MEM 420.859375 1701179197.6046
MEM 420.859375 1701179197.7094
MEM 420.859375 1701179197.8177
MEM 420.859375 1701179197.9258
MEM 420.859375 1701179198.0339
MEM 420.859375 1701179198.1420
MEM 420.859375 1701179198.2502
MEM 420.859375 1701179198.3582
MEM 420.859375 1701179198.4664
MEM 420.859375 1701179198.5745
MEM 420.859375 1701179198.6825
MEM 420.859375 1701179198.7906
MEM 420.859375 1701179198.8987
MEM 420.859375 1701179199.0046
MEM 420.859375 1701179199.1122
MEM 420.859375 1701179199.2201
MEM 420.859375 1701179199.3242
MEM 420.859375 1701179199.4300
MEM 420.859375 1701179199.5380
MEM 420.859375 1701179199.6462
MEM 420.859375 1701179199.7542
MEM 420.859375 1701179199.8623
MEM 420.859375 1701179199.9702
MEM 429.046875 1701179200.0782
MEM 429.046875 1701179200.1840
MEM 427.062500 1701179200.2922
MEM 427.062500 1701179200.4002
MEM 425.062500 1701179200.5082
MEM 422.062500 1701179200.6126
MEM 422.062500 1701179200.7207
MEM 422.062500 1701179200.8287
MEM 422.062500 1701179200.9368
MEM 422.062500 1701179201.0450
MEM 422.062500 1701179201.1531
MEM 422.062500 1701179201.2611
MEM 422.062500 1701179201.3691
MEM 422.062500 1701179201.4771
MEM 421.062500 1701179201.5851
MEM 421.062500 1701179201.6931
MEM 421.062500 1701179201.8012
MEM 421.062500 1701179201.9093
MEM 421.062500 1701179202.0174
MEM 421.062500 1701179202.1255
MEM 421.078125 1701179202.2336
MEM 421.078125 1701179202.3417
MEM 421.078125 1701179202.4497
MEM 421.078125 1701179202.5548
MEM 421.078125 1701179202.6628
MEM 421.078125 1701179202.7708
MEM 421.078125 1701179202.8789
MEM 421.078125 1701179202.9868
MEM 421.078125 1701179203.0949
MEM 421.078125 1701179203.2029
MEM 421.078125 1701179203.3111
MEM 421.078125 1701179203.4192
MEM 421.078125 1701179203.5272
MEM 421.078125 1701179203.6353
MEM 421.078125 1701179203.7433
MEM 421.078125 1701179203.8514
MEM 421.078125 1701179203.9595
MEM 421.078125 1701179204.0641
MEM 421.078125 1701179204.1721
MEM 421.078125 1701179204.2801
MEM 421.078125 1701179204.3883
MEM 421.078125 1701179204.4963
MEM 421.078125 1701179204.6042
MEM 421.078125 1701179204.7121
MEM 421.078125 1701179204.8167
MEM 421.078125 1701179204.9248
MEM 421.078125 1701179205.0328
MEM 421.078125 1701179205.1409
MEM 421.078125 1701179205.2490
MEM 421.078125 1701179205.3570
MEM 418.078125 1701179205.4653
MEM 418.078125 1701179205.5706
MEM 418.078125 1701179205.6788
MEM 418.203125 1701179205.7869
MEM 418.203125 1701179205.8950
MEM 418.203125 1701179206.0030
MEM 418.203125 1701179206.1110
MEM 418.203125 1701179206.2190
MEM 418.203125 1701179206.3276
MEM 418.203125 1701179206.4359
MEM 418.203125 1701179206.5439
MEM 418.203125 1701179206.6480
MEM 418.203125 1701179206.7560
MEM 418.203125 1701179206.8640
MEM 418.859375 1701179206.9722
MEM 417.875000 1701179207.0804
MEM 417.875000 1701179207.1883
MEM 417.875000 1701179207.2964
MEM 417.875000 1701179207.4044
MEM 417.875000 1701179207.5125
MEM 417.875000 1701179207.6207
MEM 417.875000 1701179207.7288
MEM 417.875000 1701179207.8369
MEM 417.875000 1701179207.9450
MEM 417.875000 1701179208.0531
MEM 417.875000 1701179208.1612
MEM 417.875000 1701179208.2693
MEM 417.875000 1701179208.3773
MEM 417.875000 1701179208.4854
MEM 417.875000 1701179208.5935
MEM 417.875000 1701179208.7014
MEM 417.890625 1701179208.8097
MEM 417.890625 1701179208.9174
MEM 417.890625 1701179209.0256
MEM 417.890625 1701179209.1339
MEM 417.890625 1701179209.2419
MEM 417.890625 1701179209.3499
MEM 417.890625 1701179209.4581
MEM 417.890625 1701179209.5663
MEM 419.781250 1701179209.6746
MEM 418.796875 1701179209.7816
MEM 418.796875 1701179209.8896
MEM 418.796875 1701179209.9976
MEM 418.796875 1701179210.1056
MEM 417.796875 1701179210.2137
MEM 417.796875 1701179210.3219
MEM 419.078125 1701179210.4300
MEM 419.078125 1701179210.5382
MEM 417.656250 1701179210.6463
MEM 417.656250 1701179210.7544
MEM 421.718750 1701179210.8625
MEM 420.734375 1701179210.9700
MEM 420.734375 1701179211.0747
MEM 420.734375 1701179211.1828
MEM 419.734375 1701179211.2908
MEM 419.734375 1701179211.3988
MEM 419.734375 1701179211.5068
MEM 419.734375 1701179211.6149
MEM 419.734375 1701179211.7229
MEM 419.734375 1701179211.8309
MEM 419.734375 1701179211.9389
MEM 419.734375 1701179212.0428
MEM 419.734375 1701179212.1467
MEM 419.734375 1701179212.2548
MEM 419.734375 1701179212.3629
MEM 419.734375 1701179212.4710
MEM 419.734375 1701179212.5790
MEM 419.734375 1701179212.6873
MEM 419.734375 1701179212.7952
MEM 419.734375 1701179212.9033
MEM 419.734375 1701179213.0113
MEM 419.734375 1701179213.1174
MEM 419.734375 1701179213.2254
MEM 419.718750 1701179213.3334
MEM 419.718750 1701179213.4415
MEM 419.718750 1701179213.5495
MEM 419.718750 1701179213.6576
MEM 419.718750 1701179213.7656
MEM 419.718750 1701179213.8736
MEM 419.718750 1701179213.9820
MEM 419.718750 1701179214.0901
MEM 419.718750 1701179214.1983
MEM 419.734375 1701179214.3064
MEM 419.734375 1701179214.4133
MEM 419.734375 1701179214.5215
MEM 419.734375 1701179214.6295
MEM 419.734375 1701179214.7375
MEM 419.734375 1701179214.8456
MEM 419.734375 1701179214.9536
MEM 419.734375 1701179215.0617
MEM 419.734375 1701179215.1686
MEM 419.734375 1701179215.2720
MEM 419.734375 1701179215.3800
MEM 419.921875 1701179215.4881
MEM 419.921875 1701179215.5963
MEM 419.921875 1701179215.7013
MEM 419.921875 1701179215.8094
MEM 419.921875 1701179215.9175
MEM 419.921875 1701179216.0255
MEM 419.921875 1701179216.1292
MEM 419.921875 1701179216.2374
MEM 419.921875 1701179216.3455
MEM 419.921875 1701179216.4535
MEM 419.921875 1701179216.5616
MEM 422.343750 1701179216.6696
MEM 424.468750 1701179216.7776
MEM 423.484375 1701179216.8856
MEM 423.484375 1701179216.9936
MEM 427.546875 1701179217.1016
