CMDLINE taskset -c 175-204 python RQAOA_run_recalculations_v3.py
MEM 0.554688 1702308745.6260
MEM 30.335938 1702308745.7667
MEM 43.000000 1702308745.9058
MEM 53.753906 1702308746.0449
MEM 70.886719 1702308746.1843
MEM 83.593750 1702308746.3235
MEM 90.847656 1702308746.4617
MEM 108.187500 1702308746.6000
MEM 112.570312 1702308746.7382
MEM 138.121094 1702308746.8766
MEM 149.914062 1702308747.0154
MEM 149.914062 1702308747.1540
MEM 164.324219 1702308747.2930
MEM 229.054688 1702308747.4311
MEM 278.820312 1702308747.5691
MEM 302.320312 1702308747.7110
MEM 381.503906 1702308747.8511
MEM 381.503906 1702308747.9892
MEM 384.765625 1702308748.1272
MEM 399.121094 1702308748.2671
MEM 410.914062 1702308748.4069
MEM 410.914062 1702308748.5450
MEM 421.472656 1702308748.6823
MEM 428.367188 1702308748.8201
MEM 434.257812 1702308748.9578
MEM 439.355469 1702308749.0956
MEM 439.355469 1702308749.2327
MEM 441.359375 1702308749.3701
MEM 459.195312 1702308749.5075
MEM 7075.476562 1702308749.6453
MEM 9616.500000 1702308749.7835
MEM 9754.222656 1702308749.9222
MEM 9888.898438 1702308750.0609
MEM 10022.621094 1702308750.1996
MEM 10156.636719 1702308750.3380
MEM 10301.949219 1702308750.4772
MEM 10436.058594 1702308750.6158
MEM 10562.730469 1702308750.7542
MEM 10673.859375 1702308750.8915
MEM 10776.062500 1702308751.0298
MEM 10872.605469 1702308751.1681
MEM 10948.648438 1702308751.3075
MEM 11034.917969 1702308751.4470
MEM 11122.894531 1702308751.5864
MEM 11196.964844 1702308751.7256
MEM 11266.718750 1702308751.8649
MEM 11353.546875 1702308752.0050
MEM 11422.796875 1702308752.1440
MEM 11511.902344 1702308752.2872
MEM 11611.304688 1702308752.4286
MEM 11714.214844 1702308752.5684
MEM 11809.886719 1702308752.7082
MEM 11903.019531 1702308752.8467
MEM 11997.035156 1702308752.9846
MEM 12091.808594 1702308753.1237
MEM 12199.304688 1702308753.2623
MEM 12311.550781 1702308753.4006
MEM 12423.792969 1702308753.5393
MEM 12543.738281 1702308753.6775
MEM 12651.113281 1702308753.8155
MEM 12745.785156 1702308753.9541
MEM 12839.582031 1702308754.0921
MEM 12936.718750 1702308754.2298
MEM 13018.902344 1702308754.3685
MEM 13090.250000 1702308754.5064
MEM 13154.464844 1702308754.6443
MEM 13228.277344 1702308754.7832
MEM 13331.144531 1702308754.9222
MEM 13432.902344 1702308755.0616
MEM 13513.703125 1702308755.1999
MEM 13598.644531 1702308755.3381
MEM 13675.742188 1702308755.4776
MEM 13752.140625 1702308755.6166
MEM 13818.832031 1702308755.7556
MEM 13894.113281 1702308755.8951
MEM 13964.156250 1702308756.0345
MEM 14020.738281 1702308756.1745
MEM 14079.054688 1702308756.3132
MEM 14127.429688 1702308756.4514
MEM 14184.367188 1702308756.5898
MEM 14237.281250 1702308756.7285
MEM 14290.089844 1702308756.8687
MEM 14335.933594 1702308757.0087
MEM 14383.246094 1702308757.1491
MEM 14421.285156 1702308757.2895
MEM 14473.652344 1702308757.4296
MEM 14525.464844 1702308757.5705
MEM 14584.984375 1702308757.7124
MEM 14652.371094 1702308757.8533
MEM 14739.402344 1702308757.9930
MEM 14838.656250 1702308758.1336
MEM 14931.183594 1702308758.2746
MEM 15023.589844 1702308758.4143
MEM 15135.367188 1702308758.5535
MEM 15218.003906 1702308758.6928
MEM 15318.210938 1702308758.8318
MEM 15379.074219 1702308758.9723
MEM 15453.496094 1702308759.1128
MEM 15522.605469 1702308759.2520
MEM 15599.171875 1702308759.3912
MEM 15682.519531 1702308759.5319
MEM 15765.476562 1702308759.6722
MEM 15827.691406 1702308759.8119
MEM 15890.523438 1702308759.9514
MEM 15953.207031 1702308760.0923
MEM 16021.535156 1702308760.2325
MEM 16084.839844 1702308760.3731
MEM 16141.273438 1702308760.5126
MEM 16199.003906 1702308760.6534
MEM 16262.453125 1702308760.7935
MEM 16321.554688 1702308760.9325
MEM 16374.328125 1702308761.0709
MEM 16431.867188 1702308761.2109
MEM 16482.839844 1702308761.3494
MEM 16535.375000 1702308761.4878
