CMDLINE /raid/home/q619238/mambaforge/envs/qiro/bin/python3.9 time_test_run2.py
MEM 691.277344 1701187124.6494
MEM 691.535156 1701187124.8211
MEM 691.792969 1701187124.9926
MEM 691.792969 1701187125.1632
MEM 692.050781 1701187125.3339
MEM 692.050781 1701187125.5058
MEM 692.308594 1701187125.6770
MEM 692.308594 1701187125.8484
MEM 692.566406 1701187126.0225
MEM 692.824219 1701187126.1938
MEM 693.082031 1701187126.3659
MEM 693.082031 1701187126.5381
MEM 693.339844 1701187126.7156
MEM 693.339844 1701187126.8829
MEM 693.339844 1701187127.0561
MEM 693.597656 1701187127.2307
MEM 693.855469 1701187127.4015
MEM 694.113281 1701187127.5720
MEM 694.371094 1701187127.7420
MEM 694.371094 1701187127.9117
MEM 694.628906 1701187128.0809
MEM 694.628906 1701187128.2508
MEM 694.886719 1701187128.4206
MEM 694.886719 1701187128.5901
MEM 695.144531 1701187128.7598
MEM 695.144531 1701187128.9312
MEM 695.402344 1701187129.1027
MEM 695.660156 1701187129.2745
MEM 695.660156 1701187129.4460
MEM 695.917969 1701187129.6175
MEM 695.917969 1701187129.7887
MEM 696.175781 1701187129.9607
MEM 696.175781 1701187130.1320
MEM 696.433594 1701187130.2951
MEM 696.433594 1701187130.4629
MEM 696.691406 1701187130.6339
MEM 696.691406 1701187130.8063
MEM 696.691406 1701187130.9785
MEM 696.691406 1701187131.1503
MEM 696.691406 1701187131.3218
MEM 696.949219 1701187131.4922
MEM 696.949219 1701187131.6635
MEM 696.949219 1701187131.8347
MEM 697.207031 1701187132.0057
MEM 697.207031 1701187132.2004
MEM 697.207031 1701187132.3716
MEM 697.207031 1701187132.5430
MEM 697.464844 1701187132.7140
MEM 697.464844 1701187132.8853
MEM 697.722656 1701187133.0610
MEM 697.722656 1701187133.2321
MEM 697.980469 1701187133.4033
MEM 697.980469 1701187133.5746
MEM 697.980469 1701187133.7335
MEM 698.238281 1701187133.9070
MEM 698.496094 1701187134.0787
MEM 698.753906 1701187134.2512
MEM 698.753906 1701187134.4234
MEM 699.011719 1701187134.5952
MEM 699.011719 1701187134.7544
MEM 699.011719 1701187134.9223
MEM 699.011719 1701187135.0819
MEM 699.011719 1701187135.2453
MEM 699.269531 1701187135.4172
MEM 699.527344 1701187135.5893
MEM 699.527344 1701187135.7486
MEM 699.785156 1701187135.9203
MEM 699.785156 1701187136.0924
MEM 700.042969 1701187136.2638
MEM 700.300781 1701187136.4354
MEM 700.300781 1701187136.6070
MEM 700.558594 1701187136.7655
MEM 700.816406 1701187136.9362
MEM 701.074219 1701187137.1073
MEM 701.074219 1701187137.2748
MEM 701.332031 1701187137.4460
MEM 701.589844 1701187137.6051
MEM 701.589844 1701187137.7768
MEM 701.847656 1701187137.9480
MEM 701.847656 1701187138.1195
MEM 702.105469 1701187138.2911
MEM 702.105469 1701187138.4627
MEM 702.363281 1701187138.6360
MEM 702.621094 1701187138.8080
MEM 702.621094 1701187138.9792
MEM 702.621094 1701187139.1509
MEM 702.621094 1701187139.3226
MEM 702.621094 1701187139.4938
MEM 702.878906 1701187139.6660
MEM 703.136719 1701187139.8374
MEM 703.136719 1701187140.0089
MEM 703.394531 1701187140.1805
MEM 703.394531 1701187140.3520
MEM 703.652344 1701187140.5115
MEM 703.652344 1701187140.6831
MEM 703.910156 1701187140.8546
MEM 704.167969 1701187141.0264
MEM 704.167969 1701187141.1981
MEM 704.941406 1701187141.3694
MEM 704.941406 1701187141.5410
MEM 705.199219 1701187141.7129
MEM 705.457031 1701187141.8846
MEM 705.457031 1701187142.0563
MEM 705.714844 1701187142.2268
MEM 705.714844 1701187142.3859
MEM 705.972656 1701187142.5574
MEM 705.972656 1701187142.7199
MEM 706.230469 1701187142.8916
MEM 706.488281 1701187143.0633
MEM 706.488281 1701187143.2264
MEM 706.488281 1701187143.3863
MEM 706.488281 1701187143.5577
MEM 706.488281 1701187143.7290
MEM 706.746094 1701187143.9008
MEM 706.746094 1701187144.0722
MEM 707.003906 1701187144.2437
MEM 707.003906 1701187144.4148
MEM 707.003906 1701187144.5852
MEM 707.261719 1701187144.7559
MEM 707.261719 1701187144.9294
MEM 707.261719 1701187145.0846
MEM 707.519531 1701187145.2564
MEM 707.519531 1701187145.4279
MEM 707.519531 1701187145.5986
MEM 707.777344 1701187145.7622
MEM 707.777344 1701187145.9337
MEM 707.777344 1701187146.1052
MEM 707.777344 1701187146.2764
MEM 708.035156 1701187146.4481
MEM 708.292969 1701187146.6193
MEM 708.292969 1701187146.7907
MEM 708.550781 1701187146.9612
MEM 708.550781 1701187147.1324
MEM 708.808594 1701187147.3044
MEM 708.808594 1701187147.4752
MEM 708.808594 1701187147.6468
MEM 708.808594 1701187147.8105
MEM 708.808594 1701187147.9699
MEM 709.066406 1701187148.1379
MEM 709.066406 1701187148.3098
MEM 709.324219 1701187148.4817
MEM 709.324219 1701187148.6536
MEM 709.582031 1701187148.8251
MEM 709.582031 1701187148.9967
MEM 709.839844 1701187149.1689
MEM 710.097656 1701187149.3403
MEM 710.097656 1701187149.5123
MEM 710.355469 1701187149.6856
MEM 710.613281 1701187149.8575
MEM 710.871094 1701187150.0289
MEM 711.128906 1701187150.2011
MEM 711.128906 1701187150.3725
MEM 711.386719 1701187150.5327
MEM 711.644531 1701187150.7039
MEM 711.644531 1701187150.8751
MEM 711.902344 1701187151.0470
MEM 712.160156 1701187151.2191
MEM 712.160156 1701187151.3923
MEM 712.417969 1701187151.5622
MEM 712.417969 1701187151.7293
MEM 712.417969 1701187151.8991
MEM 712.417969 1701187152.0686
MEM 712.417969 1701187152.2397
MEM 712.675781 1701187152.4132
MEM 712.933594 1701187152.5841
MEM 712.933594 1701187152.7555
MEM 713.191406 1701187152.9268
MEM 713.191406 1701187153.1000
MEM 713.449219 1701187153.2762
MEM 713.449219 1701187153.4482
MEM 713.707031 1701187153.6181
MEM 713.964844 1701187153.7996
MEM 713.964844 1701187153.9689
MEM 714.222656 1701187154.1383
MEM 714.222656 1701187154.3078
MEM 714.480469 1701187154.4784
MEM 714.480469 1701187154.6498
MEM 714.738281 1701187154.8211
MEM 714.738281 1701187154.9921
MEM 714.738281 1701187155.1627
MEM 714.996094 1701187155.3337
MEM 714.996094 1701187155.5053
MEM 715.253906 1701187155.6769
MEM 715.511719 1701187155.8485
MEM 715.511719 1701187156.0210
MEM 715.511719 1701187156.1926
MEM 715.511719 1701187156.3642
MEM 715.769531 1701187156.5351
MEM 715.769531 1701187156.7061
MEM 716.027344 1701187156.8689
MEM 716.027344 1701187157.0398
MEM 716.285156 1701187157.2107
MEM 716.285156 1701187157.3817
MEM 716.542969 1701187157.5535
MEM 716.542969 1701187157.7250
MEM 716.800781 1701187157.8964
MEM 716.800781 1701187158.0598
MEM 717.058594 1701187158.2310
MEM 717.058594 1701187158.4021
MEM 717.316406 1701187158.5653
MEM 717.316406 1701187158.7244
MEM 717.574219 1701187158.8964
MEM 717.832031 1701187159.0684
MEM 717.832031 1701187159.2394
MEM 718.089844 1701187159.4060
MEM 718.089844 1701187159.5770
MEM 718.347656 1701187159.7481
MEM 718.347656 1701187159.9190
MEM 718.347656 1701187160.0733
MEM 718.347656 1701187160.2331
MEM 718.605469 1701187160.4052
MEM 718.605469 1701187160.5767
MEM 718.605469 1701187160.7365
MEM 718.605469 1701187160.9078
MEM 718.605469 1701187161.0789
MEM 718.863281 1701187161.2498
MEM 718.863281 1701187161.4170
MEM 719.121094 1701187161.5808
MEM 719.121094 1701187161.7359
MEM 719.378906 1701187161.9061
MEM 719.378906 1701187162.0759
MEM 719.636719 1701187162.2480
MEM 719.636719 1701187162.4156
MEM 719.636719 1701187162.5870
MEM 719.894531 1701187162.7506
MEM 719.894531 1701187162.9212
MEM 720.152344 1701187163.0918
MEM 720.152344 1701187163.2633
MEM 720.152344 1701187163.4348
MEM 720.152344 1701187163.5984
MEM 720.152344 1701187163.7691
MEM 720.410156 1701187163.9437
MEM 720.410156 1701187164.1066
MEM 720.667969 1701187164.2715
MEM 720.667969 1701187164.4394
MEM 720.925781 1701187164.6108
MEM 721.183594 1701187164.7709
MEM 721.183594 1701187164.9679
MEM 721.441406 1701187165.1381
MEM 721.441406 1701187165.3097
MEM 721.441406 1701187165.4779
MEM 721.441406 1701187165.6485
MEM 721.699219 1701187165.8497
MEM 721.957031 1701187166.0208
MEM 721.957031 1701187166.2374
MEM 721.957031 1701187166.4037
MEM 722.214844 1701187166.5694
MEM 722.472656 1701187166.7239
MEM 722.472656 1701187166.8956
MEM 722.730469 1701187167.0700
MEM 722.730469 1701187167.2422
MEM 722.988281 1701187167.4145
MEM 723.246094 1701187167.5891
MEM 723.503906 1701187167.7633
MEM 723.503906 1701187167.9333
MEM 723.503906 1701187168.1032
MEM 723.761719 1701187168.2745
MEM 723.761719 1701187168.4456
MEM 723.761719 1701187168.6131
MEM 724.019531 1701187168.7881
MEM 724.277344 1701187168.9543
MEM 724.535156 1701187169.1239
MEM 724.792969 1701187169.2960
MEM 724.792969 1701187169.4683
MEM 724.792969 1701187169.6400
MEM 725.050781 1701187169.8104
MEM 725.308594 1701187169.9815
MEM 725.308594 1701187170.1543
MEM 725.308594 1701187170.3272
MEM 725.308594 1701187170.4950
MEM 725.308594 1701187170.6668
MEM 725.308594 1701187170.8382
MEM 725.566406 1701187171.0078
MEM 725.566406 1701187171.1806
MEM 725.566406 1701187171.3519
MEM 725.824219 1701187171.5208
MEM 725.824219 1701187171.6906
MEM 726.082031 1701187171.8598
MEM 726.082031 1701187172.0299
MEM 726.339844 1701187172.2013
MEM 726.597656 1701187172.3723
MEM 726.597656 1701187172.5431
MEM 726.855469 1701187172.7135
MEM 726.855469 1701187172.8842
MEM 727.113281 1701187173.0459
MEM 727.371094 1701187173.2151
MEM 727.371094 1701187173.3823
MEM 727.628906 1701187173.5520
MEM 727.628906 1701187173.7252
MEM 727.886719 1701187173.8879
MEM 727.886719 1701187174.0591
MEM 728.144531 1701187174.2252
MEM 728.402344 1701187174.3951
MEM 728.402344 1701187174.5566
MEM 728.402344 1701187174.7138
MEM 728.660156 1701187174.8868
MEM 728.917969 1701187175.0589
MEM 728.917969 1701187175.2308
MEM 728.917969 1701187175.3992
MEM 728.917969 1701187175.5711
MEM 728.917969 1701187175.7430
MEM 728.917969 1701187175.8983
MEM 729.175781 1701187176.0684
MEM 729.433594 1701187176.2436
MEM 729.433594 1701187176.4116
MEM 729.691406 1701187176.5746
MEM 729.691406 1701187176.7340
MEM 729.949219 1701187176.9050
MEM 729.949219 1701187177.0721
MEM 730.207031 1701187177.2439
MEM 730.207031 1701187177.4099
MEM 730.464844 1701187177.5745
MEM 730.464844 1701187177.7463
MEM 730.464844 1701187177.9178
MEM 730.722656 1701187178.0895
MEM 730.980469 1701187178.2610
MEM 730.980469 1701187178.4326
MEM 731.238281 1701187178.6042
MEM 731.238281 1701187178.7596
MEM 731.238281 1701187178.9300
MEM 731.496094 1701187179.1006
MEM 731.496094 1701187179.2703
MEM 731.496094 1701187179.4400
MEM 731.753906 1701187179.6130
MEM 731.753906 1701187179.7835
MEM 732.011719 1701187179.9545
MEM 732.011719 1701187180.1260
MEM 732.269531 1701187180.2940
MEM 732.269531 1701187180.4657
MEM 732.269531 1701187180.6366
MEM 732.269531 1701187180.8072
MEM 732.269531 1701187180.9768
MEM 732.527344 1701187181.1471
MEM 732.785156 1701187181.3159
MEM 733.042969 1701187181.4834
MEM 733.042969 1701187181.6308
MEM 733.300781 1701187181.8034
MEM 733.300781 1701187181.9743
MEM 733.558594 1701187182.1449
MEM 733.816406 1701187182.3165
MEM 733.816406 1701187182.4881
MEM 734.074219 1701187182.6596
MEM 734.074219 1701187182.8317
MEM 734.332031 1701187183.0035
MEM 734.332031 1701187183.1748
MEM 734.589844 1701187183.3463
MEM 734.589844 1701187183.5133
MEM 734.847656 1701187183.6833
MEM 735.105469 1701187183.8545
MEM 735.363281 1701187184.0261
MEM 735.363281 1701187184.1975
MEM 735.621094 1701187184.3698
MEM 735.878906 1701187184.5411
MEM 735.878906 1701187184.7092
MEM 736.136719 1701187184.8805
MEM 736.394531 1701187185.0484
MEM 736.652344 1701187185.2201
MEM 736.652344 1701187185.3876
MEM 736.652344 1701187185.5544
MEM 736.652344 1701187185.7171
MEM 736.652344 1701187185.8850
MEM 736.652344 1701187186.0553
MEM 736.910156 1701187186.2016
MEM 736.910156 1701187186.3718
MEM 737.167969 1701187186.5420
MEM 737.167969 1701187186.7129
MEM 737.425781 1701187186.8840
MEM 737.683594 1701187187.0552
MEM 737.683594 1701187187.2268
MEM 737.941406 1701187187.3956
MEM 737.941406 1701187187.5647
MEM 737.941406 1701187187.7202
MEM 738.199219 1701187187.8901
MEM 738.457031 1701187188.0607
MEM 738.457031 1701187188.2148
MEM 738.714844 1701187188.3847
MEM 738.714844 1701187188.5565
MEM 738.972656 1701187188.7280
MEM 738.972656 1701187188.8998
MEM 739.230469 1701187189.0687
MEM 739.230469 1701187189.2335
MEM 739.488281 1701187189.3973
MEM 739.488281 1701187189.5663
MEM 739.746094 1701187189.7256
MEM 739.746094 1701187189.8926
MEM 740.003906 1701187190.0607
MEM 740.003906 1701187190.2322
MEM 740.261719 1701187190.3954
MEM 740.261719 1701187190.5625
MEM 740.261719 1701187190.7217
MEM 740.261719 1701187190.8921
MEM 740.261719 1701187191.0635
MEM 740.261719 1701187191.2353
MEM 740.519531 1701187191.4066
MEM 740.519531 1701187191.5774
MEM 740.777344 1701187191.7481
MEM 740.777344 1701187191.9030
MEM 740.777344 1701187192.0700
MEM 741.035156 1701187192.2415
MEM 741.035156 1701187192.4129
MEM 741.035156 1701187192.5787
MEM 741.292969 1701187192.7365
MEM 741.292969 1701187192.9074
MEM 741.292969 1701187193.0701
MEM 741.292969 1701187193.2390
MEM 741.292969 1701187193.4103
MEM 741.550781 1701187193.5806
MEM 741.550781 1701187193.7521
MEM 741.808594 1701187193.9238
MEM 741.808594 1701187194.0957
MEM 742.066406 1701187194.2639
MEM 742.324219 1701187194.4354
MEM 742.324219 1701187194.6059
MEM 742.324219 1701187194.7573
MEM 742.582031 1701187194.9288
MEM 742.582031 1701187195.1000
MEM 742.839844 1701187195.2709
MEM 742.839844 1701187195.4399
MEM 743.097656 1701187195.5866
MEM 743.355469 1701187195.7460
MEM 743.355469 1701187195.9083
MEM 743.355469 1701187196.0790
MEM 743.355469 1701187196.2494
MEM 743.355469 1701187196.4209
MEM 743.355469 1701187196.5915
MEM 743.613281 1701187196.7465
MEM 743.613281 1701187196.9147
MEM 743.871094 1701187197.0820
MEM 744.128906 1701187197.2527
MEM 744.128906 1701187197.4231
MEM 744.386719 1701187197.5936
MEM 744.644531 1701187197.7601
MEM 744.644531 1701187197.9230
MEM 744.902344 1701187198.0943
MEM 745.160156 1701187198.2659
MEM 745.417969 1701187198.4375
MEM 745.675781 1701187198.6095
MEM 745.933594 1701187198.7818
MEM 745.933594 1701187198.9542
MEM 746.191406 1701187199.1221
MEM 746.191406 1701187199.2934
MEM 746.191406 1701187199.4647
MEM 746.449219 1701187199.6358
MEM 746.449219 1701187199.8070
MEM 746.707031 1701187199.9799
MEM 746.707031 1701187200.1508
MEM 746.964844 1701187200.3215
MEM 746.964844 1701187200.4900
MEM 747.222656 1701187200.6566
MEM 747.222656 1701187200.8271
MEM 747.480469 1701187200.9973
MEM 747.480469 1701187201.1518
MEM 747.738281 1701187201.3234
MEM 747.738281 1701187201.4953
MEM 747.738281 1701187201.6674
MEM 747.738281 1701187201.8376
MEM 747.738281 1701187202.0083
MEM 747.738281 1701187202.1800
MEM 747.738281 1701187202.3495
MEM 747.996094 1701187202.5203
MEM 747.996094 1701187202.6867
MEM 748.253906 1701187202.8559
MEM 748.253906 1701187203.0251
MEM 748.253906 1701187203.1947
MEM 748.511719 1701187203.3654
MEM 748.511719 1701187203.5362
MEM 748.511719 1701187203.7022
MEM 748.511719 1701187203.8696
MEM 748.769531 1701187204.0241
MEM 748.769531 1701187204.1952
MEM 748.769531 1701187204.3675
MEM 749.027344 1701187204.5328
MEM 749.027344 1701187204.7031
MEM 749.285156 1701187204.8737
MEM 749.285156 1701187205.0406
MEM 749.542969 1701187205.2084
MEM 749.542969 1701187205.3795
MEM 749.800781 1701187205.5506
MEM 749.800781 1701187205.7223
MEM 750.058594 1701187205.8946
MEM 750.058594 1701187206.0656
MEM 750.316406 1701187206.2371
MEM 750.316406 1701187206.3918
MEM 750.574219 1701187206.5612
MEM 750.574219 1701187206.7223
MEM 750.832031 1701187206.8895
MEM 750.832031 1701187207.0535
MEM 750.832031 1701187207.2215
MEM 750.832031 1701187207.3920
MEM 750.832031 1701187207.5560
MEM 751.089844 1701187207.7279
MEM 751.347656 1701187207.8834
MEM 751.347656 1701187208.0556
MEM 751.605469 1701187208.2276
MEM 751.605469 1701187208.4000
MEM 751.863281 1701187208.5718
MEM 751.863281 1701187208.7365
MEM 752.121094 1701187208.9086
MEM 752.378906 1701187209.0805
MEM 752.378906 1701187209.2518
MEM 752.636719 1701187209.4218
MEM 752.894531 1701187209.5935
MEM 752.894531 1701187209.7483
MEM 753.152344 1701187209.9202
MEM 753.152344 1701187210.0920
MEM 753.410156 1701187210.2597
MEM 753.410156 1701187210.4318
MEM 753.667969 1701187210.5995
MEM 753.925781 1701187210.7553
MEM 753.925781 1701187210.9267
MEM 754.183594 1701187211.0997
MEM 754.183594 1701187211.2714
MEM 754.441406 1701187211.4426
MEM 754.441406 1701187211.6141
MEM 754.699219 1701187211.7850
MEM 754.699219 1701187211.9559
MEM 754.957031 1701187212.1263
MEM 754.957031 1701187212.2969
MEM 755.214844 1701187212.4505
MEM 755.214844 1701187212.6220
MEM 755.214844 1701187212.7893
MEM 755.214844 1701187212.9601
MEM 755.214844 1701187213.1323
MEM 755.214844 1701187213.3002
MEM 755.472656 1701187213.4717
MEM 755.730469 1701187213.6436
MEM 756.246094 1701187213.8154
MEM 756.503906 1701187213.9862
MEM 756.503906 1701187214.1581
MEM 756.761719 1701187214.3302
MEM 756.761719 1701187214.5020
MEM 757.019531 1701187214.7287
MEM 757.277344 1701187214.9637
MEM 757.277344 1701187215.1600
MEM 757.535156 1701187215.3325
MEM 757.535156 1701187215.5001
MEM 757.535156 1701187215.6641
MEM 757.792969 1701187215.8354
MEM 758.050781 1701187216.0057
MEM 758.050781 1701187216.1762
MEM 758.308594 1701187216.3483
MEM 758.308594 1701187216.5197
MEM 758.566406 1701187216.6910
MEM 758.566406 1701187216.8623
MEM 758.566406 1701187217.0319
MEM 758.824219 1701187217.2015
MEM 758.824219 1701187217.3716
MEM 758.824219 1701187217.5426
MEM 758.824219 1701187217.7134
MEM 759.082031 1701187217.8841
MEM 759.082031 1701187218.0548
MEM 759.082031 1701187218.2147
MEM 759.339844 1701187218.3788
MEM 759.339844 1701187218.5402
MEM 759.339844 1701187218.7106
MEM 759.339844 1701187218.8733
MEM 759.339844 1701187219.0411
MEM 759.339844 1701187219.2094
MEM 759.339844 1701187219.3769
MEM 759.339844 1701187219.5483
MEM 759.597656 1701187219.7238
MEM 759.597656 1701187219.8939
MEM 759.855469 1701187220.0635
MEM 760.113281 1701187220.2335
MEM 760.113281 1701187220.4049
MEM 760.371094 1701187220.5757
MEM 760.371094 1701187220.7342
MEM 760.371094 1701187220.9017
MEM 760.628906 1701187221.0734
MEM 760.628906 1701187221.2455
MEM 760.886719 1701187221.4208
MEM 760.886719 1701187221.5926
MEM 760.886719 1701187221.7605
MEM 761.144531 1701187221.9314
MEM 761.144531 1701187222.0951
MEM 761.402344 1701187222.2675
MEM 761.660156 1701187222.4398
MEM 761.660156 1701187222.6111
MEM 761.917969 1701187222.7827
MEM 761.917969 1701187222.9533
MEM 762.175781 1701187223.1239
MEM 762.433594 1701187223.2960
MEM 762.691406 1701187223.4636
MEM 762.691406 1701187223.6305
MEM 762.949219 1701187223.8015
MEM 763.207031 1701187223.9728
MEM 763.207031 1701187224.1557
MEM 763.464844 1701187224.3294
MEM 763.722656 1701187224.4959
MEM 763.722656 1701187224.6575
MEM 763.722656 1701187224.8211
MEM 763.722656 1701187224.9860
MEM 763.722656 1701187225.1457
MEM 763.722656 1701187225.3122
MEM 763.980469 1701187225.4844
MEM 763.980469 1701187225.6565
MEM 764.238281 1701187225.8294
