CMDLINE python RQAOA_run_recalculations_v2.py
MEM 3342.886719 1706516333.1977
MEM 3342.886719 1706516333.3378
MEM 3342.886719 1706516333.4763
MEM 3342.886719 1706516333.6143
MEM 3342.886719 1706516333.7535
MEM 3342.886719 1706516333.8918
MEM 3342.886719 1706516334.0300
MEM 3342.886719 1706516334.1682
MEM 3342.886719 1706516334.3078
MEM 3342.886719 1706516334.4460
MEM 3342.886719 1706516334.5858
MEM 3342.886719 1706516334.7245
MEM 3342.886719 1706516334.8638
MEM 3342.886719 1706516335.0022
MEM 3342.886719 1706516335.1408
MEM 3342.886719 1706516335.2790
MEM 3342.886719 1706516335.4177
MEM 3342.886719 1706516335.5603
MEM 3342.886719 1706516335.6986
MEM 3342.886719 1706516335.8370
MEM 3342.886719 1706516335.9756
MEM 3342.886719 1706516336.1122
MEM 3342.886719 1706516336.2474
MEM 3328.617188 1706516336.3821
MEM 3328.617188 1706516336.5169
MEM 3328.617188 1706516336.6595
MEM 3328.617188 1706516336.7961
MEM 3328.617188 1706516336.9314
MEM 3328.617188 1706516337.0683
MEM 3328.617188 1706516337.2051
MEM 3328.617188 1706516337.3433
MEM 3328.617188 1706516337.4809
MEM 3328.617188 1706516337.6174
MEM 3328.617188 1706516337.7535
MEM 3328.617188 1706516337.8906
MEM 3328.617188 1706516338.0268
MEM 3328.617188 1706516338.1622
MEM 3328.617188 1706516338.2994
MEM 3328.617188 1706516338.4350
MEM 3328.617188 1706516338.5718
MEM 3328.617188 1706516338.7077
MEM 3328.617188 1706516338.8432
MEM 3328.617188 1706516338.9793
MEM 3328.617188 1706516339.1155
MEM 3328.617188 1706516339.2513
MEM 3328.679688 1706516339.3888
MEM 3328.679688 1706516339.5253
MEM 3328.679688 1706516339.6598
MEM 3328.679688 1706516339.7974
MEM 3328.679688 1706516339.9336
MEM 3328.679688 1706516340.0711
MEM 3328.679688 1706516340.2079
MEM 3328.679688 1706516340.3448
MEM 3328.679688 1706516340.4814
MEM 3328.679688 1706516340.6192
MEM 3328.679688 1706516340.7572
MEM 3334.640625 1706516340.8929
MEM 3341.476562 1706516341.0314
MEM 3345.835938 1706516341.1708
MEM 3348.511719 1706516341.3107
MEM 3359.152344 1706516341.4498
MEM 3359.386719 1706516341.5887
MEM 3359.386719 1706516341.7274
MEM 3359.386719 1706516341.8654
MEM 3359.386719 1706516342.0039
MEM 3359.386719 1706516342.1425
MEM 3359.621094 1706516342.2825
MEM 3359.621094 1706516342.4213
MEM 3359.621094 1706516342.5594
MEM 3359.621094 1706516342.6972
MEM 3359.820312 1706516342.8345
MEM 3359.914062 1706516342.9723
MEM 3360.585938 1706516343.1097
MEM 3360.585938 1706516343.2471
MEM 3360.585938 1706516343.3859
MEM 3360.585938 1706516343.5251
MEM 3360.585938 1706516343.6626
MEM 3360.585938 1706516343.8006
MEM 3360.585938 1706516343.9416
MEM 3360.585938 1706516344.0794
MEM 3364.265625 1706516344.2373
MEM 3369.625000 1706516344.3739
MEM 3374.921875 1706516344.5133
MEM 3375.062500 1706516344.6528
MEM 3375.187500 1706516344.7917
MEM 3375.187500 1706516344.9306
MEM 3375.187500 1706516345.0702
MEM 3375.187500 1706516345.2095
MEM 3375.187500 1706516345.3485
MEM 3375.187500 1706516345.4902
MEM 3375.187500 1706516345.6309
MEM 3375.187500 1706516345.7709
MEM 3375.187500 1706516345.9108
MEM 3375.187500 1706516346.0684
MEM 3375.187500 1706516346.2053
MEM 3375.187500 1706516346.3430
MEM 3375.187500 1706516346.4802
MEM 3357.402344 1706516346.6171
MEM 3357.402344 1706516346.7523
MEM 3357.402344 1706516346.8879
MEM 3357.402344 1706516347.0232
MEM 3358.085938 1706516347.1600
MEM 3358.085938 1706516347.2961
MEM 3358.085938 1706516347.4356
MEM 3358.085938 1706516347.5718
MEM 3358.085938 1706516347.7097
MEM 3358.085938 1706516347.8559
MEM 3358.085938 1706516347.9943
MEM 3358.085938 1706516348.1324
MEM 3358.085938 1706516348.2704
MEM 3358.085938 1706516348.4076
MEM 3358.085938 1706516348.5458
MEM 3358.085938 1706516348.6837
MEM 3358.085938 1706516348.8228
MEM 3358.085938 1706516348.9608
MEM 3359.179688 1706516349.0996
MEM 3359.179688 1706516349.2391
MEM 3359.179688 1706516349.3777
MEM 3359.179688 1706516349.5163
MEM 3359.179688 1706516349.6552
MEM 3345.015625 1706516349.7934
MEM 3345.015625 1706516349.9322
MEM 3345.015625 1706516350.0712
MEM 3345.015625 1706516350.2085
MEM 3345.015625 1706516350.3442
MEM 3345.015625 1706516350.4799
MEM 3345.015625 1706516350.6164
MEM 3345.015625 1706516350.7538
MEM 3345.015625 1706516350.8906
MEM 3345.015625 1706516351.0274
MEM 3345.015625 1706516351.1637
MEM 3345.015625 1706516351.2998
MEM 3345.015625 1706516351.4350
MEM 3345.015625 1706516351.5713
MEM 3345.015625 1706516351.7068
MEM 3345.015625 1706516351.8437
MEM 3345.351562 1706516351.9826
MEM 3345.351562 1706516352.1210
MEM 3345.351562 1706516352.2582
MEM 3345.351562 1706516352.3964
MEM 3345.351562 1706516352.5343
MEM 3345.351562 1706516352.6724
MEM 3345.351562 1706516352.8105
MEM 3345.351562 1706516352.9494
MEM 3345.351562 1706516353.0873
MEM 3345.351562 1706516353.2260
MEM 3345.382812 1706516353.3648
MEM 3345.382812 1706516353.5034
MEM 3345.382812 1706516353.6427
MEM 3345.382812 1706516353.7815
MEM 3345.382812 1706516353.9203
MEM 3345.382812 1706516354.0594
MEM 3345.382812 1706516354.1974
MEM 3345.382812 1706516354.3356
MEM 3345.382812 1706516354.4799
MEM 3345.382812 1706516354.6181
MEM 3345.382812 1706516354.7572
MEM 3345.382812 1706516354.8964
MEM 3345.382812 1706516355.0354
MEM 3345.382812 1706516355.1739
MEM 3345.382812 1706516355.3115
MEM 3345.382812 1706516355.4507
MEM 3347.484375 1706516355.5898
MEM 3350.105469 1706516355.7292
MEM 3355.289062 1706516355.8692
MEM 3355.460938 1706516356.0098
MEM 3360.804688 1706516356.1507
MEM 3360.898438 1706516356.2915
MEM 3360.898438 1706516356.4329
MEM 3360.898438 1706516356.5723
MEM 3360.898438 1706516356.7110
MEM 3360.898438 1706516356.8507
MEM 3360.992188 1706516356.9888
MEM 3360.992188 1706516357.1272
MEM 3360.992188 1706516357.2655
MEM 3360.992188 1706516357.4036
MEM 3364.445312 1706516357.5426
MEM 3364.656250 1706516357.6806
MEM 3364.812500 1706516357.8183
MEM 3364.812500 1706516357.9558
MEM 3364.812500 1706516358.0942
MEM 3364.812500 1706516358.2322
MEM 3368.171875 1706516358.3701
MEM 3373.531250 1706516358.5083
MEM 3378.839844 1706516358.6476
MEM 3378.968750 1706516358.7863
MEM 3378.968750 1706516358.9246
MEM 3378.968750 1706516359.0641
MEM 3378.968750 1706516359.2032
MEM 3378.968750 1706516359.3424
MEM 3378.968750 1706516359.4805
MEM 3378.968750 1706516359.6206
MEM 3378.968750 1706516359.7591
MEM 3378.968750 1706516359.8980
MEM 3378.968750 1706516360.0375
MEM 3378.968750 1706516360.1763
MEM 3378.968750 1706516360.3158
MEM 3378.968750 1706516360.4548
MEM 3378.968750 1706516360.5990
MEM 3378.968750 1706516360.7375
MEM 3378.968750 1706516360.8778
MEM 3378.968750 1706516361.0194
MEM 3378.968750 1706516361.1604
MEM 3378.968750 1706516361.2990
MEM 3360.839844 1706516361.4379
MEM 3360.839844 1706516361.5767
MEM 3360.839844 1706516361.7156
MEM 3360.839844 1706516361.8543
MEM 3360.839844 1706516361.9940
MEM 3360.839844 1706516362.1334
MEM 3360.839844 1706516362.2735
MEM 3360.839844 1706516362.4136
MEM 3360.839844 1706516362.5540
MEM 3360.839844 1706516362.6935
MEM 3360.839844 1706516362.8393
MEM 3360.839844 1706516362.9795
MEM 3360.839844 1706516363.1194
MEM 3360.839844 1706516363.2600
MEM 3360.839844 1706516363.4036
MEM 3360.839844 1706516363.5436
MEM 3346.675781 1706516363.6842
MEM 3346.675781 1706516363.8252
MEM 3346.675781 1706516363.9664
MEM 3346.675781 1706516364.1080
MEM 3346.675781 1706516364.2495
MEM 3346.675781 1706516364.3905
MEM 3346.675781 1706516364.5316
MEM 3346.675781 1706516364.6720
MEM 3346.675781 1706516364.8111
MEM 3346.675781 1706516364.9500
MEM 3346.675781 1706516365.0868
MEM 3346.675781 1706516365.2229
MEM 3346.675781 1706516365.3658
MEM 3346.675781 1706516365.5020
MEM 3346.675781 1706516365.6392
MEM 3346.675781 1706516365.7748
MEM 3346.675781 1706516365.9109
MEM 3346.675781 1706516366.0468
MEM 3346.675781 1706516366.1825
MEM 3346.675781 1706516366.3186
MEM 3346.675781 1706516366.4549
MEM 3346.675781 1706516366.5904
MEM 3346.675781 1706516366.7271
MEM 3346.675781 1706516366.8630
MEM 3346.675781 1706516366.9988
MEM 3346.675781 1706516367.1351
MEM 3346.675781 1706516367.2705
MEM 3346.675781 1706516367.4070
MEM 3346.859375 1706516367.5445
MEM 3346.859375 1706516367.6870
MEM 3346.859375 1706516367.8226
MEM 3346.859375 1706516367.9589
MEM 3346.859375 1706516368.0965
MEM 3346.859375 1706516368.2342
MEM 3346.859375 1706516368.3731
MEM 3346.859375 1706516368.5121
MEM 3346.859375 1706516368.6502
MEM 3346.859375 1706516368.7883
MEM 3346.859375 1706516368.9267
MEM 3346.859375 1706516369.0657
MEM 3346.859375 1706516369.2050
MEM 3346.859375 1706516369.3429
MEM 3346.863281 1706516369.4814
MEM 3351.496094 1706516369.6198
MEM 3354.261719 1706516369.7645
MEM 3365.136719 1706516369.9047
MEM 3365.136719 1706516370.0442
MEM 3365.136719 1706516370.1839
MEM 3365.136719 1706516370.3222
MEM 3365.136719 1706516370.4625
MEM 3365.136719 1706516370.6021
MEM 3365.136719 1706516370.7424
MEM 3365.136719 1706516370.8822
MEM 3365.136719 1706516371.0221
MEM 3365.136719 1706516371.1616
MEM 3365.136719 1706516371.3032
MEM 3365.136719 1706516371.4425
MEM 3365.136719 1706516371.5820
MEM 3365.136719 1706516371.7218
MEM 3365.136719 1706516371.8620
MEM 3365.136719 1706516372.0019
MEM 3368.437500 1706516372.1416
MEM 3373.796875 1706516372.2813
MEM 3379.199219 1706516372.4210
MEM 3379.234375 1706516372.5606
MEM 3379.234375 1706516372.7007
MEM 3379.234375 1706516372.8405
MEM 3379.234375 1706516372.9808
MEM 3379.234375 1706516373.1210
MEM 3379.234375 1706516373.2620
MEM 3379.234375 1706516373.4034
MEM 3379.234375 1706516373.5440
MEM 3379.234375 1706516373.7277
MEM 3379.234375 1706516373.8690
MEM 3379.234375 1706516374.0074
MEM 3379.234375 1706516374.1458
MEM 3379.234375 1706516374.2844
MEM 3379.234375 1706516374.4230
MEM 3379.234375 1706516374.5637
MEM 3379.234375 1706516374.7030
MEM 3379.234375 1706516374.8416
MEM 3379.234375 1706516374.9803
MEM 3361.449219 1706516375.1721
MEM 3361.449219 1706516375.3112
MEM 3361.449219 1706516375.4495
MEM 3361.378906 1706516375.5885
MEM 3361.378906 1706516375.7268
MEM 3361.378906 1706516375.8658
MEM 3361.378906 1706516376.0048
MEM 3361.378906 1706516376.1459
MEM 3361.378906 1706516376.2856
MEM 3361.378906 1706516376.4247
MEM 3361.378906 1706516376.5636
MEM 3361.378906 1706516376.7028
MEM 3361.378906 1706516376.8477
MEM 3361.378906 1706516376.9885
MEM 3361.378906 1706516377.1261
MEM 3361.378906 1706516377.2645
MEM 3361.378906 1706516377.4066
MEM 3361.378906 1706516377.5458
MEM 3347.218750 1706516377.6857
MEM 3347.218750 1706516377.8261
MEM 3347.218750 1706516377.9658
MEM 3347.218750 1706516378.1066
MEM 3347.218750 1706516378.2467
MEM 3347.218750 1706516378.3876
MEM 3347.218750 1706516378.5283
MEM 3347.218750 1706516378.6698
MEM 3347.218750 1706516378.8081
MEM 3347.218750 1706516378.9452
MEM 3347.218750 1706516379.0840
MEM 3347.218750 1706516379.2233
MEM 3347.218750 1706516379.3678
MEM 3347.218750 1706516379.5064
MEM 3347.218750 1706516379.6455
MEM 3347.218750 1706516379.7844
MEM 3347.218750 1706516379.9242
MEM 3347.218750 1706516380.0638
MEM 3347.218750 1706516380.2005
MEM 3347.218750 1706516380.3383
MEM 3347.218750 1706516380.4768
MEM 3347.218750 1706516380.6155
MEM 3347.218750 1706516380.7543
MEM 3347.218750 1706516380.8929
MEM 3347.218750 1706516381.0322
MEM 3347.218750 1706516381.1706
MEM 3347.218750 1706516381.3101
MEM 3347.218750 1706516381.4493
MEM 3347.218750 1706516381.5876
MEM 3347.218750 1706516381.7239
MEM 3347.218750 1706516381.8618
MEM 3347.218750 1706516382.0015
MEM 3347.218750 1706516382.1393
MEM 3347.218750 1706516382.2771
MEM 3347.218750 1706516382.4155
MEM 3347.218750 1706516382.5542
MEM 3347.218750 1706516382.6925
MEM 3347.253906 1706516382.8320
MEM 3347.253906 1706516382.9707
MEM 3347.253906 1706516383.1158
MEM 3347.253906 1706516383.2542
MEM 3347.253906 1706516383.3950
MEM 3347.253906 1706516383.5348
MEM 3347.253906 1706516383.6742
MEM 3347.253906 1706516383.8133
MEM 3347.253906 1706516383.9519
MEM 3347.253906 1706516384.0904
MEM 3350.679688 1706516384.2300
MEM 3356.035156 1706516384.3688
MEM 3361.375000 1706516384.5055
MEM 3361.472656 1706516384.6443
MEM 3361.472656 1706516384.7822
MEM 3361.503906 1706516384.9190
MEM 3361.503906 1706516385.0592
MEM 3361.503906 1706516385.1991
MEM 3361.503906 1706516385.3418
MEM 3361.503906 1706516385.4802
MEM 3361.503906 1706516385.6190
MEM 3361.503906 1706516385.7582
MEM 3361.503906 1706516385.8971
MEM 3365.328125 1706516386.0358
MEM 3365.382812 1706516386.1751
MEM 3368.425781 1706516386.3139
MEM 3373.781250 1706516386.4531
MEM 3379.218750 1706516386.5926
MEM 3379.218750 1706516386.7321
MEM 3379.218750 1706516386.8717
MEM 3379.218750 1706516387.0106
MEM 3379.218750 1706516387.1498
MEM 3379.218750 1706516387.2896
MEM 3379.218750 1706516387.4330
MEM 3379.218750 1706516387.5722
MEM 3379.218750 1706516387.7127
MEM 3379.218750 1706516387.8519
MEM 3379.218750 1706516387.9911
MEM 3379.218750 1706516388.1307
MEM 3379.218750 1706516388.2694
MEM 3379.218750 1706516388.4091
MEM 3379.218750 1706516388.5482
MEM 3379.218750 1706516388.6872
MEM 3379.218750 1706516388.8262
MEM 3379.218750 1706516388.9652
MEM 3379.218750 1706516389.1044
MEM 3379.218750 1706516389.2433
MEM 3379.218750 1706516389.3824
MEM 3379.218750 1706516389.5215
MEM 3374.363281 1706516389.6595
MEM 3361.062500 1706516389.7985
MEM 3361.062500 1706516389.9397
MEM 3361.062500 1706516390.0794
MEM 3361.062500 1706516390.2198
MEM 3361.062500 1706516390.3604
MEM 3361.062500 1706516390.4996
MEM 3361.062500 1706516390.6410
MEM 3361.062500 1706516390.7872
MEM 3361.062500 1706516390.9299
MEM 3361.062500 1706516391.0701
MEM 3361.062500 1706516391.2141
MEM 3361.062500 1706516391.3603
MEM 3361.062500 1706516391.5030
MEM 3346.902344 1706516391.6441
MEM 3346.902344 1706516391.7826
MEM 3346.902344 1706516391.9216
MEM 3346.902344 1706516392.0619
MEM 3346.902344 1706516392.1998
MEM 3346.902344 1706516392.3388
MEM 3346.902344 1706516392.4772
MEM 3346.902344 1706516392.6153
MEM 3346.902344 1706516392.7547
MEM 3346.902344 1706516392.8942
MEM 3347.042969 1706516393.0325
MEM 3347.042969 1706516393.1721
MEM 3347.042969 1706516393.3199
MEM 3347.042969 1706516393.4581
MEM 3347.042969 1706516393.5954
MEM 3347.042969 1706516393.7329
MEM 3347.042969 1706516393.8725
MEM 3347.042969 1706516394.0111
MEM 3347.042969 1706516394.1492
MEM 3347.042969 1706516394.2867
MEM 3347.042969 1706516394.4247
MEM 3347.042969 1706516394.5626
MEM 3347.042969 1706516394.7003
MEM 3347.042969 1706516394.8381
MEM 3347.042969 1706516394.9760
MEM 3347.042969 1706516395.1145
MEM 3347.042969 1706516395.2564
MEM 3347.042969 1706516395.3990
MEM 3347.042969 1706516395.5427
MEM 3347.042969 1706516395.6855
MEM 3347.042969 1706516395.8292
MEM 3347.042969 1706516395.9723
MEM 3347.042969 1706516396.1246
MEM 3347.042969 1706516396.2674
MEM 3347.042969 1706516396.4122
MEM 3347.187500 1706516396.5612
MEM 3347.187500 1706516396.7067
MEM 3347.187500 1706516396.8494
MEM 3347.187500 1706516396.9922
MEM 3347.187500 1706516397.1356
MEM 3347.187500 1706516397.2784
MEM 3347.187500 1706516397.4198
MEM 3347.187500 1706516397.5603
MEM 3347.187500 1706516397.7026
MEM 3347.187500 1706516397.8446
MEM 3347.187500 1706516397.9879
MEM 3347.187500 1706516398.1320
MEM 3347.187500 1706516398.2744
MEM 3347.187500 1706516398.4179
MEM 3347.992188 1706516398.5633
MEM 3350.613281 1706516398.7069
MEM 3355.968750 1706516398.8501
MEM 3361.406250 1706516398.9946
MEM 3361.406250 1706516399.1394
MEM 3361.406250 1706516399.2841
MEM 3361.406250 1706516399.4276
MEM 3361.406250 1706516399.5725
MEM 3361.406250 1706516399.7172
MEM 3361.406250 1706516399.8621
MEM 3361.406250 1706516400.0060
MEM 3365.050781 1706516400.1504
MEM 3370.460938 1706516400.2943
MEM 3379.234375 1706516400.4371
MEM 3379.554688 1706516400.5803
MEM 3379.554688 1706516400.7246
MEM 3379.554688 1706516400.8689
MEM 3379.554688 1706516401.0134
MEM 3379.554688 1706516401.1575
MEM 3379.554688 1706516401.3004
MEM 3379.554688 1706516401.4449
MEM 3379.554688 1706516401.5893
MEM 3379.554688 1706516401.7336
MEM 3379.554688 1706516401.8772
MEM 3379.554688 1706516402.0204
MEM 3379.554688 1706516402.1632
MEM 3379.554688 1706516402.3019
MEM 3379.554688 1706516402.4431
MEM 3379.554688 1706516402.5821
MEM 3379.554688 1706516402.7206
MEM 3379.554688 1706516402.8619
MEM 3379.554688 1706516403.0008
MEM 3379.554688 1706516403.1387
MEM 3379.554688 1706516403.2769
MEM 3379.554688 1706516403.4162
MEM 3379.554688 1706516403.5535
MEM 3379.554688 1706516403.6943
MEM 3379.554688 1706516403.8332
MEM 3379.554688 1706516403.9726
MEM 3361.429688 1706516404.1146
MEM 3361.429688 1706516404.2545
MEM 3361.429688 1706516404.3941
MEM 3361.570312 1706516404.5376
MEM 3361.570312 1706516404.6772
MEM 3361.570312 1706516404.8160
MEM 3361.570312 1706516404.9573
MEM 3361.570312 1706516405.0969
MEM 3361.593750 1706516405.2355
MEM 3347.335938 1706516405.3746
MEM 3347.335938 1706516405.5130
MEM 3347.335938 1706516405.6540
MEM 3347.367188 1706516405.7951
MEM 3347.367188 1706516405.9353
MEM 3347.367188 1706516406.0753
MEM 3347.367188 1706516406.2144
MEM 3347.367188 1706516406.3537
MEM 3347.367188 1706516406.4967
MEM 3347.367188 1706516406.6594
MEM 3347.367188 1706516406.8097
MEM 3347.367188 1706516406.9516
MEM 3347.367188 1706516407.0947
MEM 3347.367188 1706516407.2377
MEM 3347.367188 1706516407.3800
MEM 3347.367188 1706516407.5239
MEM 3347.367188 1706516407.6664
MEM 3347.367188 1706516407.8092
MEM 3347.367188 1706516407.9524
MEM 3347.367188 1706516408.0933
MEM 3347.367188 1706516408.2357
MEM 3347.367188 1706516408.3781
MEM 3347.367188 1706516408.5208
MEM 3347.367188 1706516408.6645
MEM 3347.367188 1706516408.8077
MEM 3347.367188 1706516408.9527
MEM 3347.367188 1706516409.0962
MEM 3347.367188 1706516409.2386
MEM 3347.367188 1706516409.3814
MEM 3347.367188 1706516409.5238
MEM 3347.367188 1706516409.6655
MEM 3347.367188 1706516409.8075
MEM 3347.367188 1706516409.9506
MEM 3347.367188 1706516410.0922
MEM 3347.367188 1706516410.2354
MEM 3347.367188 1706516410.3782
MEM 3347.367188 1706516410.5207
MEM 3347.367188 1706516410.6593
MEM 3347.625000 1706516410.7969
MEM 3347.625000 1706516410.9352
MEM 3347.625000 1706516411.0741
MEM 3347.625000 1706516411.2135
MEM 3347.625000 1706516411.3530
MEM 3347.625000 1706516411.4915
MEM 3347.625000 1706516411.6307
MEM 3347.625000 1706516411.7708
MEM 3347.625000 1706516411.9147
MEM 3347.625000 1706516412.0595
MEM 3347.625000 1706516412.2044
MEM 3347.625000 1706516412.3494
MEM 3347.625000 1706516412.4940
MEM 3347.625000 1706516412.6359
MEM 3347.625000 1706516412.7784
MEM 3348.859375 1706516412.9182
MEM 3350.957031 1706516413.0601
MEM 3356.312500 1706516413.2022
MEM 3361.750000 1706516413.3432
MEM 3361.750000 1706516413.4858
MEM 3361.750000 1706516413.6284
MEM 3361.886719 1706516413.7706
MEM 3367.769531 1706516413.9122
MEM 3370.660156 1706516414.0547
MEM 3376.097656 1706516414.1970
MEM 3376.097656 1706516414.3396
MEM 3376.097656 1706516414.4818
MEM 3376.097656 1706516414.6258
MEM 3376.894531 1706516414.7690
MEM 3379.718750 1706516414.9121
MEM 3379.867188 1706516415.0580
MEM 3379.867188 1706516415.2004
MEM 3379.867188 1706516415.3424
MEM 3379.867188 1706516415.4839
MEM 3379.867188 1706516415.6321
MEM 3379.867188 1706516415.7752
MEM 3379.867188 1706516415.9180
MEM 3379.933594 1706516416.0641
MEM 3379.933594 1706516416.2057
MEM 3379.933594 1706516416.3467
MEM 3379.933594 1706516416.4898
MEM 3379.933594 1706516416.6326
MEM 3379.933594 1706516416.7767
MEM 3379.933594 1706516416.9196
MEM 3379.933594 1706516417.0626
MEM 3379.933594 1706516417.2045
MEM 3379.933594 1706516417.3469
MEM 3379.933594 1706516417.4893
MEM 3379.933594 1706516417.6316
MEM 3379.933594 1706516417.7736
MEM 3379.933594 1706516417.9154
MEM 3379.933594 1706516418.0585
MEM 3379.933594 1706516418.2021
MEM 3379.933594 1706516418.3456
MEM 3379.933594 1706516418.4891
MEM 3361.808594 1706516418.6330
MEM 3361.808594 1706516418.7785
MEM 3361.808594 1706516418.9217
MEM 3347.585938 1706516419.0649
MEM 3347.585938 1706516419.2088
MEM 3347.585938 1706516419.3522
MEM 3347.585938 1706516419.4960
MEM 3347.585938 1706516419.6414
MEM 3347.585938 1706516419.7862
MEM 3347.585938 1706516419.9272
MEM 3347.585938 1706516420.0700
MEM 3347.585938 1706516420.2099
MEM 3347.585938 1706516420.3498
MEM 3347.585938 1706516420.4890
MEM 3347.585938 1706516420.6317
MEM 3347.585938 1706516420.7759
MEM 3347.585938 1706516420.9200
MEM 3347.585938 1706516421.0661
MEM 3347.585938 1706516421.2064
MEM 3347.585938 1706516421.3457
MEM 3347.585938 1706516421.4848
MEM 3347.585938 1706516421.6241
MEM 3347.585938 1706516421.7644
MEM 3347.585938 1706516421.9035
MEM 3347.585938 1706516422.0432
MEM 3347.585938 1706516422.1813
MEM 3347.585938 1706516422.3188
MEM 3347.585938 1706516422.4580
MEM 3347.585938 1706516422.5971
MEM 3347.585938 1706516422.7371
MEM 3347.585938 1706516422.8766
MEM 3347.585938 1706516423.0183
MEM 3347.585938 1706516423.1584
MEM 3347.585938 1706516423.2972
MEM 3347.585938 1706516423.4372
MEM 3347.585938 1706516423.5862
MEM 3347.585938 1706516423.7288
MEM 3347.585938 1706516423.8726
MEM 3347.585938 1706516424.0162
MEM 3347.585938 1706516424.1557
MEM 3347.585938 1706516424.2987
MEM 3347.585938 1706516424.4372
MEM 3347.585938 1706516424.5750
MEM 3347.585938 1706516424.7127
MEM 3347.585938 1706516424.8506
MEM 3347.828125 1706516424.9891
MEM 3347.828125 1706516425.1274
MEM 3347.828125 1706516425.2654
MEM 3347.828125 1706516425.4036
MEM 3347.828125 1706516425.5415
MEM 3347.828125 1706516425.6809
MEM 3347.828125 1706516425.8194
MEM 3347.828125 1706516425.9570
MEM 3347.828125 1706516426.0948
MEM 3347.828125 1706516426.2331
MEM 3347.828125 1706516426.3760
MEM 3347.828125 1706516426.5156
MEM 3347.828125 1706516426.6559
MEM 3347.828125 1706516426.7959
MEM 3347.902344 1706516426.9385
MEM 3347.902344 1706516427.0819
MEM 3347.902344 1706516427.2251
MEM 3351.246094 1706516427.3688
MEM 3356.621094 1706516427.5092
MEM 3356.621094 1706516427.6469
MEM 3362.058594 1706516427.7873
MEM 3362.058594 1706516427.9292
MEM 3362.058594 1706516428.0694
MEM 3362.058594 1706516428.2095
MEM 3362.058594 1706516428.3495
MEM 3362.058594 1706516428.5097
MEM 3362.082031 1706516428.6658
MEM 3362.082031 1706516428.8041
MEM 3362.082031 1706516428.9436
MEM 3362.136719 1706516429.0830
MEM 3366.261719 1706516429.2218
MEM 3368.937500 1706516429.3628
MEM 3368.937500 1706516429.5023
MEM 3380.117188 1706516429.6426
MEM 3380.269531 1706516429.7829
MEM 3380.269531 1706516429.9233
MEM 3380.269531 1706516430.0642
MEM 3380.269531 1706516430.2055
MEM 3380.269531 1706516430.3459
MEM 3380.269531 1706516430.4891
MEM 3380.269531 1706516430.6347
MEM 3380.269531 1706516430.7793
MEM 3380.269531 1706516430.9239
MEM 3380.269531 1706516431.0689
MEM 3380.269531 1706516431.2130
MEM 3380.269531 1706516431.3572
MEM 3380.269531 1706516431.5012
MEM 3380.269531 1706516431.6455
MEM 3380.269531 1706516431.7895
MEM 3380.269531 1706516431.9337
MEM 3380.269531 1706516432.0786
MEM 3380.269531 1706516432.2721
MEM 3380.269531 1706516432.4173
MEM 3380.269531 1706516432.5589
MEM 3366.046875 1706516432.7004
MEM 3366.046875 1706516432.8437
MEM 3353.175781 1706516432.9887
MEM 3353.175781 1706516433.1329
MEM 3353.175781 1706516433.3349
MEM 3353.175781 1706516433.4785
MEM 3353.175781 1706516433.6210
MEM 3353.175781 1706516433.7639
MEM 3353.175781 1706516433.9064
MEM 3353.175781 1706516434.0514
MEM 3353.175781 1706516434.1935
MEM 3353.175781 1706516434.3357
MEM 3353.175781 1706516434.4783
MEM 3353.175781 1706516434.6211
MEM 3353.175781 1706516434.7668
MEM 3353.175781 1706516434.9124
MEM 3335.390625 1706516435.0617
MEM 3335.390625 1706516435.2019
MEM 3335.140625 1706516435.3415
MEM 3335.140625 1706516435.4814
MEM 3335.140625 1706516435.6245
MEM 3335.140625 1706516435.7686
MEM 3335.140625 1706516435.9130
MEM 3335.140625 1706516436.0540
MEM 3335.140625 1706516436.1916
MEM 3335.140625 1706516436.3280
MEM 3335.140625 1706516436.4655
MEM 3335.140625 1706516436.6029
MEM 3335.140625 1706516436.7405
MEM 3335.140625 1706516436.8787
MEM 3335.140625 1706516437.0171
MEM 3335.140625 1706516437.1547
MEM 3335.140625 1706516437.2942
MEM 3335.140625 1706516437.4334
MEM 3335.140625 1706516437.5717
MEM 3335.140625 1706516437.7098
MEM 3335.140625 1706516437.8520
MEM 3335.140625 1706516437.9954
MEM 3335.140625 1706516438.1374
MEM 3335.140625 1706516438.2759
MEM 3335.140625 1706516438.4147
MEM 3335.140625 1706516438.5513
MEM 3335.140625 1706516438.6878
MEM 3335.140625 1706516438.8266
MEM 3335.140625 1706516438.9654
MEM 3335.140625 1706516439.1064
MEM 3335.140625 1706516439.2444
MEM 3335.140625 1706516439.3822
MEM 3335.140625 1706516439.5195
MEM 3335.140625 1706516439.6576
MEM 3335.140625 1706516439.7969
MEM 3335.140625 1706516439.9349
MEM 3335.140625 1706516440.0744
MEM 3335.140625 1706516440.2150
MEM 3335.140625 1706516440.3636
MEM 3335.851562 1706516440.5059
MEM 3335.851562 1706516440.6460
MEM 3335.851562 1706516440.7842
MEM 3338.253906 1706516440.9270
MEM 3345.214844 1706516441.0705
MEM 3352.937500 1706516441.2140
MEM 3358.351562 1706516441.3570
MEM 3363.765625 1706516441.5005
MEM 3363.910156 1706516441.6439
MEM 3363.910156 1706516441.7868
MEM 3363.910156 1706516441.9300
MEM 3363.910156 1706516442.0713
