CMDLINE /Users/Q642074/miniconda3/envs/qiro/bin/python time_test_run.py
MEM 247.687500 1701178933.1203
MEM 248.343750 1701178933.2324
MEM 249.109375 1701178933.3437
MEM 249.593750 1701178933.4561
MEM 249.890625 1701178933.5673
MEM 250.203125 1701178933.6780
MEM 250.765625 1701178933.7857
MEM 251.218750 1701178933.8958
MEM 252.640625 1701178934.0020
MEM 253.359375 1701178934.1141
MEM 254.203125 1701178934.2253
MEM 255.265625 1701178934.3362
MEM 255.625000 1701178934.4454
MEM 256.109375 1701178934.5563
MEM 257.109375 1701178934.6682
MEM 258.640625 1701178934.7808
MEM 265.609375 1701178934.8864
MEM 267.843750 1701178934.9950
MEM 268.875000 1701178935.1040
MEM 269.765625 1701178935.2154
MEM 270.078125 1701178935.3252
MEM 270.406250 1701178935.4348
MEM 270.765625 1701178935.5426
MEM 270.828125 1701178935.6550
MEM 271.125000 1701178935.7676
MEM 271.765625 1701178935.8793
MEM 272.140625 1701178935.9898
MEM 274.531250 1701178936.0984
MEM 275.328125 1701178936.2110
MEM 275.796875 1701178936.3220
MEM 276.453125 1701178936.4311
MEM 277.078125 1701178936.5347
MEM 278.734375 1701178936.6461
MEM 280.265625 1701178936.7568
MEM 281.640625 1701178936.8683
MEM 282.687500 1701178936.9793
MEM 283.046875 1701178937.0921
MEM 283.625000 1701178937.2059
MEM 284.578125 1701178937.3175
MEM 285.203125 1701178937.4297
MEM 286.406250 1701178937.5384
MEM 290.812500 1701178937.6467
MEM 292.500000 1701178937.7511
MEM 293.765625 1701178937.8598
MEM 294.109375 1701178937.9683
MEM 294.812500 1701178938.0768
MEM 296.078125 1701178938.1853
MEM 298.937500 1701178938.2933
MEM 302.046875 1701178938.4018
MEM 303.156250 1701178938.5104
MEM 303.968750 1701178938.6192
MEM 304.125000 1701178938.7276
MEM 304.359375 1701178938.8363
MEM 305.328125 1701178938.9481
MEM 306.062500 1701178939.0543
MEM 306.578125 1701178939.1623
MEM 307.468750 1701178939.2712
MEM 308.843750 1701178939.3817
MEM 309.515625 1701178939.4926
MEM 310.031250 1701178939.6032
MEM 310.343750 1701178939.7225
MEM 310.734375 1701178939.8316
MEM 311.468750 1701178939.9384
MEM 312.515625 1701178940.0491
MEM 313.375000 1701178940.1677
MEM 314.171875 1701178940.2785
MEM 314.828125 1701178940.3916
MEM 315.625000 1701178940.5032
MEM 315.984375 1701178940.6159
MEM 316.515625 1701178940.7253
MEM 318.859375 1701178940.8368
MEM 319.812500 1701178940.9478
MEM 320.281250 1701178941.0589
MEM 322.234375 1701178941.1675
MEM 324.031250 1701178941.2761
MEM 325.250000 1701178941.3846
MEM 326.750000 1701178941.4954
MEM 327.546875 1701178941.6073
MEM 328.156250 1701178941.7137
MEM 328.187500 1701178941.8218
MEM 328.187500 1701178941.9297
MEM 338.843750 1701178942.0377
